Actor,A_Acc,Avg_PartyTime,GuildAct_count,GuildJoin_count,Type
440205,11097059,0,0,0,Human
440206,6777748,0,0,0,Human
440207,11097096,4670.1087,3,1,Human
440208,8178098,458,0,0,Bot
440209,11097096,2628.5,5,1,Human
440210,11003383,6575,0,0,Human
440216,11096671,0,0,0,Bot
440218,8915516,2967.5,0,0,Human
440219,11096679,844,0,0,Bot
440220,11069921,0,0,0,Bot
440221,7278541,0,0,0,Human
440222,11070517,0,0,0,Bot
440225,7081745,1953.8333,1,1,Human
440226,9864099,6184.6628,4,1,Human
440227,11090309,0,0,0,Bot
440229,9647134,3105.8571,0,0,Human
440232,11036822,0,0,0,Human
440236,9321303,3071,0,0,Human
440246,8248470,0,0,0,Human
440251,8474811,3109.8889,0,0,Human
440255,11060409,7264.1333,2,1,Human
440257,11095593,28699,2,1,Human
440259,6446577,14277,0,0,Human
440261,11074764,4371,0,0,Human
440262,10547645,2491.3947,0,0,Human
440265,8662056,2392.6316,3,1,Human
440267,11097893,0,0,0,Human
440269,6764866,4292.0405,4,1,Human
440271,10847269,0,0,0,Bot
440274,11095997,2124.7727,0,0,Human
440275,11081108,7020.1667,2,1,Human
440276,6790630,0,0,0,Human
440278,4843930,2634.0225,0,0,Human
440281,6478512,317,0,0,Human
440284,8275166,6511.0974,4,1,Human
440286,11089606,9266.25,0,0,Human
440287,8150277,5514.6667,0,0,Human
440289,11037327,3211.3878,2,1,Human
440293,6164086,4227.3667,0,0,Human
440294,10342619,1887,0,0,Human
440297,6983257,0,0,0,Human
440299,11098173,312.3333,0,0,Human
440302,11098196,4243.7,0,0,Human
440306,10009099,1548.1111,0,0,Human
440311,11077408,0,0,0,Bot
440312,8319633,3114.1429,0,0,Human
440313,6391368,4696.4,1,0,Human
440316,11064199,0,0,0,Human
440318,7619591,9897,0,0,Human
440321,11089313,11042,2,1,Human
440322,11098014,11042,4,1,Human
440325,11091246,2737.3694,0,0,Bot
440328,7210713,3588.7143,0,0,Human
440330,6921576,3694.3924,0,0,Human
440335,9485651,5365.9098,1,0,Human
440339,8768152,721.2857,0,0,Human
440344,9291027,3370.8657,2,1,Human
440345,11098623,666.2857,0,0,Human
440348,11034989,638,0,0,Human
440351,10797945,2029.8571,0,0,Human
440355,11091954,4552.6491,1,1,Human
440356,8814523,4605.8095,2,0,Human
440357,10319878,802.3333,1,1,Human
440358,11098695,6189.4839,0,0,Human
440359,7628371,4360.9792,3,1,Human
440360,7691526,3091.2143,0,0,Human
440362,4250790,3964.6071,0,0,Human
440365,6642993,10388.625,0,0,Human
440371,5904104,0,0,0,Human
440372,10818226,5164,0,0,Human
440375,6459054,1472,0,0,Human
440378,11033732,3552.2857,0,0,Human
440379,11051311,0,0,0,Bot
440381,11051323,0,0,0,Bot
440383,11051332,876,0,0,Bot
440384,11051339,876,0,0,Bot
440387,10094513,0,0,0,Human
440389,7408003,3826.2,0,0,Human
440390,11091768,0,0,0,Human
440392,6531449,4492.1641,4,1,Human
440394,10215696,5119.16,0,0,Human
440395,6684966,5261.7586,1,1,Human
440396,6393094,1667.25,0,0,Human
440397,6613383,1032,0,0,Human
440398,8299904,0,0,0,Human
440399,8299904,6,0,0,Human
440401,9633764,6251.5,0,0,Human
440402,11041727,0,0,0,Human
440405,4405144,2562.1364,1,0,Human
440408,8134455,201,0,0,Human
440409,6154693,4096.5,0,0,Bot
440411,7467540,4708,0,0,Human
440412,11099120,1777.5,0,0,Human
440414,11099262,0,0,0,Human
440415,11099257,13254,0,0,Human
440416,6975988,4708,0,0,Human
440419,8028697,114,0,0,Human
440420,9419337,15566.7143,0,0,Human
440422,10888424,2374.2857,4,1,Human
440423,8340777,3086.3274,2,1,Human
440425,11081535,2781.5556,0,0,Human
440428,11056842,708,0,0,Human
440432,8335083,0,0,0,Human
440433,7960139,4317.25,0,0,Bot
440434,9266006,799.3333,0,0,Human
440439,7604049,3159.8971,1,0,Human
440442,8457739,486.5,0,0,Human
440445,11099416,873.3333,0,0,Human
440446,11099449,11839,0,0,Human
440448,9349741,195,0,0,Human
440451,10774923,2096.125,1,1,Human
440453,7103528,0,0,0,Human
440454,6998723,1353.2222,1,0,Human
440457,10917987,0,0,0,Human
440465,8622352,3258,0,0,Human
440466,8690183,379.1667,1,1,Human
440468,11000402,729,0,0,Bot
440472,11000409,246.3333,0,0,Bot
440473,11000414,3,0,0,Bot
440479,6321770,3739.6891,0,0,Bot
440480,10875760,7987.8889,0,0,Human
440481,4224327,483.3333,2,1,Human
440482,11096302,4199.7273,3,1,Human
440486,10293397,1661.1429,0,0,Human
440491,10437391,2950,0,0,Bot
440494,9180329,0,0,0,Human
440500,11099723,0,0,0,Human
440501,11095269,0,0,0,Bot
440503,11095287,0,0,0,Bot
440504,10015600,4721.9365,2,1,Human
440506,9080328,0,0,0,Human
440512,11097545,0,0,0,Bot
440513,10958328,0,0,0,Bot
440515,7910112,0,2,1,Human
440518,7375226,0,0,0,Human
440522,11076754,0,0,0,Bot
440523,7972785,3046.25,0,0,Human
440524,11076773,0,0,0,Bot
440525,6201145,0,0,0,Human
440526,7354963,2386.1429,0,0,Bot
440527,10514077,0,0,0,Bot
440529,11096906,7184,0,0,Bot
440530,11096934,7184,0,0,Bot
440531,11096941,0,0,0,Bot
440534,11096950,0,0,0,Bot
440536,11099928,2334.0513,2,1,Human
440543,8049155,4869,2,1,Human
440548,10355659,0,0,0,Human
440551,6318038,4211.5396,2,1,Human
440552,10761978,2634.8125,2,1,Human
440553,11036596,0,1,1,Bot
440554,11073125,0,1,1,Bot
440555,11036594,0,1,1,Bot
440556,11036593,911.5,1,1,Bot
440557,11073138,0,1,1,Bot
440563,6640404,4208.45,3,1,Human
440566,10502548,15206.9,2,1,Bot
440573,7491849,0,0,0,Human
440575,6537030,3086.1163,3,1,Bot
440580,6627772,5713.75,0,0,Bot
440581,6857366,5713.75,0,0,Human
440589,6291326,0,0,0,Human
440590,6958989,4073.4813,2,1,Human
440591,6712137,1905.2,0,0,Human
440592,11100248,8550.375,0,0,Human
440594,10382817,0,0,0,Human
440596,6927565,3685.358,1,1,Human
440598,6738291,405,0,0,Human
440599,7122456,5040.4118,1,1,Human
440600,10177946,5203.6538,0,0,Human
440602,8312583,3561.9529,1,1,Human
440608,11036596,0,0,0,Bot
440610,11073138,0,0,0,Bot
440611,11036594,0,1,1,Bot
440612,11073125,0,1,1,Bot
440618,10038264,6367.75,3,1,Human
440619,6286730,0,0,0,Human
440620,6678107,16515,4,1,Human
440623,11036593,0,1,1,Bot
440624,3962857,5395.6923,2,1,Human
440625,6378838,32970,1,1,Human
440627,9438601,125,0,0,Human
440629,10840627,973,0,0,Human
440630,6575358,4851,0,0,Human
440633,10621512,2609.75,0,0,Human
440635,8259157,5413.4375,2,1,Human
440636,11100415,0,0,0,Human
440637,6964398,4714.5455,0,0,Human
440638,6663082,0,0,0,Human
440639,7852532,1629,0,0,Human
440640,6598571,32970,2,1,Human
440654,7600346,0,0,0,Human
440656,7135322,1474.8,0,0,Human
440657,6740271,378,0,0,Human
440659,7220097,9581,0,0,Human
440661,7634987,2923.0959,1,1,Human
440662,8578864,2283.2113,0,0,Bot
440664,10349975,631,0,0,Human
440665,6878566,529,2,1,Human
440667,11042408,3845.75,0,0,Human
440668,7905723,14,0,0,Human
440671,8532207,4657.9545,1,1,Human
440674,6250877,7163.3333,1,1,Human
440675,9940587,2759.08,0,0,Human
440678,11069453,0,0,0,Bot
440680,11069476,0,0,0,Bot
440681,10446725,2370.1935,0,0,Human
440682,4014896,1549.4,3,1,Human
440685,9496489,4676.7222,1,1,Human
440687,11100804,3216,0,0,Human
440688,10245050,2348.7,4,1,Human
440692,10730753,4529.8,1,1,Human
440699,8737501,5385.4118,1,1,Human
440703,7419831,2609.5519,0,0,Human
440706,10243702,4557.381,0,0,Human
440711,6596904,3438.9167,0,0,Human
440712,11061382,0,1,1,Bot
440714,9299343,2752.9286,0,0,Human
440716,11075475,4745.1594,6,1,Human
440717,9960383,27,0,0,Human
440719,7763580,3799,0,0,Human
440720,8067178,2694.3761,2,1,Human
440723,11101255,0,0,0,Human
440727,6394530,6609.5,0,0,Human
440728,11061392,0,1,1,Bot
440730,11061407,0,1,1,Bot
440731,6393163,6609.5,0,0,Human
440733,11061418,0,1,1,Bot
440738,8222292,3618.3846,0,0,Human
440742,6180840,0,1,1,Human
440743,8063890,2817.4947,2,1,Human
440749,6718262,0,0,0,Human
440751,9671370,2570.6429,4,1,Human
440752,11101382,6068.1786,0,0,Human
440755,11036597,978,1,1,Bot
440756,11036600,0,1,1,Bot
440758,6325551,0,0,0,Human
440759,11036599,0,1,1,Bot
440760,11036603,911.5,1,1,Bot
440761,9336227,522,0,0,Human
440766,6331730,5291.4667,0,0,Human
440767,11101258,3150.4353,2,1,Human
440768,8313693,1954.5556,0,0,Bot
440770,10454945,3790.4667,0,0,Human
440775,9749630,2723,0,0,Human
440776,10549428,6,0,0,Human
440778,9431352,5716.5394,0,0,Human
440783,6478512,630.6667,0,0,Human
440791,11071291,39972.3333,0,0,Bot
440792,11071255,39972.3333,0,0,Bot
440794,9002225,199,0,0,Human
440799,7129759,1703.5,1,1,Human
440802,11100538,5058.4,4,1,Human
440803,10225047,2339.619,0,0,Human
440804,11101957,1397.8,0,0,Human
440805,8880283,5692.6667,0,0,Bot
440807,7552799,0,0,0,Human
440813,6195567,5692.6667,0,0,Bot
440820,11058470,0,1,1,Bot
440821,10128434,0,0,0,Human
440824,11058471,0,1,1,Bot
440828,11058474,0,1,1,Bot
440831,10895682,0,1,1,Bot
440834,10977897,0,1,1,Bot
440835,10895684,0,1,1,Bot
440836,7859420,2426.875,0,0,Human
440839,7960117,2104.5,1,0,Human
440840,11102345,3288.9677,0,0,Human
440841,11036603,0,0,0,Bot
440842,11036599,0,0,0,Bot
440843,9819735,0,4,1,Human
440845,11036597,0,0,0,Bot
440846,11071897,55383.75,0,0,Bot
440847,11071247,55383.75,0,0,Bot
440848,6371715,0,0,0,Human
440849,11036600,0,1,1,Bot
440851,10674916,2986.6,0,0,Human
440853,8562352,2752.3958,0,0,Human
440855,11102557,2984.5,0,0,Human
440857,11098173,0,0,0,Human
440862,8290686,3451.5,1,1,Human
440870,6318287,3035.1429,1,1,Human
440871,11016132,0,0,0,Human
440872,8091245,3664.3529,4,1,Human
440875,11102752,6453.1538,0,0,Human
440876,10954970,3556.8,2,1,Human
440877,11102714,0,0,0,Human
440879,11102802,532.6667,0,0,Human
440883,10961504,0,0,0,Human
440887,11087517,0,0,0,Bot
440889,10919624,5017.6667,0,0,Human
440890,10286452,10110.3333,0,0,Human
440892,9539167,4590.3,0,0,Human
440894,6942343,6886.875,0,0,Human
440895,11087525,0,0,0,Bot
440896,10784199,0,0,0,Human
440899,11087528,0,0,0,Bot
440901,9269736,65,0,0,Human
440902,8008857,7462.6496,2,1,Human
440903,11087545,0,0,0,Bot
440906,7641920,3460.38,4,1,Human
440907,2959663,1146.25,0,0,Human
440921,10448041,3133.75,0,0,Human
440929,11103193,73,0,0,Bot
440932,11101779,9650.4615,0,0,Human
440933,11102825,161.0833,0,0,Human
440934,11103234,4261.7063,2,1,Human
440935,8915729,3841.6835,1,1,Human
440936,10398066,140,0,0,Human
440941,7840845,976.3333,0,0,Human
440942,6460865,0,0,0,Human
440943,10343015,3669.7368,0,0,Human
440944,11103397,0,0,0,Human
440945,8080861,9651,0,0,Human
440947,6493522,10587,2,1,Human
440949,7522799,4322.75,0,0,Human
440953,9019289,4866.5,1,1,Human
440954,7684816,3056.9632,2,1,Human
440956,6498224,729.7143,0,0,Human
440957,10726415,2509.4706,0,0,Human
440958,6131713,3731.6226,2,1,Human
440963,10761690,0,0,0,Human
440964,6841717,2746.7895,4,1,Human
440965,11103580,0,0,0,Bot
440966,10761690,0,0,0,Human
440968,6537554,7208,0,0,Human
440969,8832186,2868.6744,1,0,Human
440971,9191102,0,0,0,Human
440972,10406493,0,4,1,Human
440974,7171071,5678.0704,3,1,Human
440976,8190137,5689.1463,2,1,Human
440981,6674432,2699,2,1,Human
440984,8715247,0,0,0,Human
440985,8979347,9360.6471,0,0,Human
440989,11080146,4863.9167,0,0,Human
440990,7874045,3551.52,1,1,Human
440994,11080224,5911.15,0,0,Human
440999,11094655,0,0,0,Bot
441000,10731199,4336.6471,0,0,Human
441001,10880161,3198.0995,1,1,Human
441002,11092148,10258.2941,0,0,Human
441003,11094658,0,0,0,Bot
441004,10323034,0,0,0,Human
441005,10967518,4984.7541,3,1,Human
441008,6442487,0,0,0,Human
441018,7133027,5275.2857,2,1,Human
441019,7305373,5118.1429,0,0,Human
441026,11098253,0,0,0,Bot
441032,6776650,5325.8571,1,0,Human
441039,6854515,10395.5556,0,0,Human
441046,7801574,1789.9048,1,1,Human
441047,7778578,126.5,0,0,Human
441049,9731599,11169,2,1,Human
441051,9700710,8597,0,0,Human
441055,10835074,2277.359,0,0,Human
441057,10208712,5119,2,1,Human
441058,8319714,3678.398,0,0,Human
441060,8043486,8074.6667,0,0,Human
441062,7510962,0,0,0,Human
441064,10242087,3582.5769,1,0,Human
441068,6833360,0,0,0,Human
441070,11102663,0,1,1,Bot
441076,10994328,3668.5,0,0,Human
441078,8384346,5081.7333,0,0,Bot
441080,11104442,3325.6,0,0,Human
441083,11095147,0,1,1,Bot
441086,11095152,0,1,1,Bot
441092,11104455,1613.6667,0,0,Human
441093,6423199,4627.1172,1,1,Human
441097,9053452,1842,0,0,Human
441098,10215156,2348.1364,0,0,Human
441103,7183989,4397.037,3,1,Human
441111,6272558,562,0,0,Human
441113,9273309,2858.625,0,0,Human
441114,10966039,75.5,0,0,Human
441120,5779217,0,0,0,Human
441121,11096302,0,1,1,Human
441126,8050228,2557,0,0,Human
441134,6221380,6070.4027,1,1,Human
441135,6512295,6589.0234,1,1,Human
441136,7330186,4536.9212,0,0,Human
441137,7635108,5969.8333,1,1,Human
441138,7359859,2143.7143,0,0,Human
441139,6605487,4884.4278,1,0,Human
441140,3972082,16171.0316,0,0,Human
441141,5816897,8888.3051,1,1,Human
441142,9393820,6113.2383,2,1,Human
441143,8047929,9514.2177,2,1,Human
441144,6897496,6195.8178,0,0,Human
441145,7977259,4788.0238,1,1,Human
441146,7031919,6839.7083,2,1,Human
441147,8744913,6537.7869,5,1,Human
441148,7024520,5285.875,1,1,Human
441149,6387625,5813,0,0,Human
441150,6782649,3495.96,1,1,Human
441151,8081999,5245.0221,0,0,Human
441152,8644840,3964.8947,0,0,Human
441153,9047079,8685.1569,0,0,Human
441154,6810915,8566.4444,0,0,Human
441155,4639381,6481.5625,2,1,Human
441157,9391835,5282.3107,4,1,Human
441158,8199039,4181.0857,0,0,Bot
441159,7261826,4579.7318,5,1,Human
441160,9709650,7190.4444,3,1,Bot
441161,7183989,7346.5385,1,0,Human
441162,10532639,5525.7972,2,1,Human
441163,7759630,5519.0732,1,1,Human
441164,7607366,5636.0867,3,1,Human
441165,7560232,10917.5714,0,0,Human
441166,8958836,4336.2514,3,1,Human
441167,7521659,6278.51,5,1,Human
441168,6909449,4147.3497,1,1,Human
441169,8961457,5089.3148,2,1,Human
441170,8961402,4009.7068,2,1,Human
441171,8379229,12972,0,0,Human
441172,6516482,6268.3333,0,0,Human
441173,9695130,3703.6667,2,1,Human
441174,6838454,5639.7821,1,1,Human
441175,7029449,6819.79,3,1,Human
441176,10106265,4957.1163,1,0,Human
441177,10747104,2864.5102,1,1,Human
441178,10373969,12437.5333,3,1,Human
441179,8114824,5385.3802,0,0,Human
441180,7637781,0,0,0,Human
441181,8055469,5470.3937,0,0,Human
441182,9030335,4858.3058,2,1,Human
441183,7119602,5729.0468,1,1,Human
441184,8083194,7153.4953,2,1,Human
441185,6629082,5973.2083,1,1,Human
441186,9908190,6634.2899,3,1,Human
441187,10460174,7711,0,0,Human
441188,7305958,3395.0423,2,1,Human
441189,3943292,5633.7462,1,1,Human
441190,6432908,6669.3333,0,0,Human
441191,6654982,8558.0294,2,1,Human
441192,7359859,7823.8571,4,1,Human
441193,6889513,5182.6695,5,1,Human
441194,6884687,4951.0888,2,1,Human
441195,6708925,7627.6939,1,0,Human
441196,9155145,9316.9355,2,1,Human
441197,7752495,5235.7891,5,1,Human
441198,7918912,6925.9941,7,1,Human
441199,8148364,5754.4231,2,1,Bot
441200,7873244,6862.4706,1,1,Human
441201,6889342,2558.1364,0,0,Human
441202,7453195,9500.0779,1,1,Human
441203,6370330,4553.2703,4,1,Human
441204,9188982,16264.8571,1,1,Human
441205,6229978,6008.5242,2,0,Human
441206,4972144,514,0,0,Human
441210,11007524,0,1,1,Bot
441211,11007571,0,1,1,Bot
441216,11057470,316.6667,0,0,Human
441217,6286928,2694.9242,0,0,Human
441218,11007605,0,1,1,Bot
441221,11007671,0,1,1,Bot
441224,10924760,0,0,0,Human
441225,11007686,0,1,1,Bot
441226,8905535,395.5,0,0,Human
441227,11054324,2723,0,0,Human
441230,10711182,168,1,1,Human
441232,11100445,0,0,0,Bot
441233,11100448,0,0,0,Bot
441234,11100449,0,0,0,Bot
441235,11100452,0,0,0,Bot
441237,11100454,0,0,0,Bot
441240,11104483,5,0,0,Bot
441241,6883975,4239.9037,2,1,Human
441243,11104512,0,0,0,Bot
441244,11104514,5,0,0,Bot
441245,7316686,5708.621,5,1,Human
441246,11104558,22544,0,0,Bot
441247,9159927,3662,1,1,Human
441249,11104518,0,0,0,Bot
441250,10450232,5102.1923,2,1,Bot
441251,6526835,10578.5,0,0,Human
441252,11104521,22544,0,0,Bot
441253,11104522,0,0,0,Bot
441255,11104524,0,0,0,Bot
441256,8112520,6525.7,0,0,Human
441257,10615092,137,0,0,Human
441258,10914737,0,0,0,Bot
441260,7220097,7036.4167,0,0,Human
441261,11098599,3657.6495,5,1,Human
441262,6826809,1121,0,0,Human
441263,11019268,3941.1053,1,1,Human
441264,10474003,0,0,0,Bot
441266,8044723,2103.5217,8,1,Human
441267,11090997,3007.0741,2,1,Human
441270,11106170,3250.1,1,1,Human
441271,11105611,0,0,0,Bot
441272,11061268,3529.6129,0,0,Human
441273,11103212,0,0,0,Bot
441274,11105617,0,0,0,Bot
441276,9022822,1233,0,0,Human
441278,11054795,54264,0,0,Bot
441280,11036742,0,0,0,Bot
441281,11100625,77967,0,0,Bot
441283,11054806,54264,0,0,Bot
441284,11100628,77967,0,0,Bot
441285,11036744,0,0,0,Bot
441286,11100629,25452,0,0,Bot
441287,6218079,0,0,0,Human
441289,11100634,25452,0,0,Bot
441290,11092293,0,0,0,Bot
441291,11100660,0,0,0,Bot
441292,9396208,1472.6,0,0,Human
441294,10996096,0,1,1,Bot
441295,11069622,0,0,0,Bot
441296,10996107,0,1,1,Bot
441297,11069627,332.5,0,0,Bot
441298,11008071,0,0,0,Bot
441300,11036078,0,0,0,Bot
441301,11103197,0,0,0,Bot
441303,9387892,358,0,0,Human
441304,11036076,0,0,0,Bot
441305,11101095,2663.4,4,1,Human
441308,11102093,1153,0,0,Human
441309,11099887,0,0,0,Bot
441310,11032978,235.5,4,1,Bot
441312,11101123,2665.6667,1,1,Human
441313,11103225,0,0,0,Bot
441315,10555747,0,0,0,Bot
441317,9330954,0,0,0,Bot
441318,10996115,0,1,1,Bot
441319,7788261,0,0,0,Bot
441322,10996124,0,1,1,Bot
441323,11106765,0,0,0,Bot
441324,9121074,809.5,0,0,Human
441325,11107027,0,0,0,Human
441326,6889513,0,0,0,Human
441327,11101454,46698.8,0,0,Bot
441329,10999734,0,1,1,Bot
441330,11101458,59744.3889,0,0,Bot
441331,7367973,0,0,0,Bot
441332,11101945,731.2,0,0,Human
441334,11101479,54625.7778,0,0,Bot
441335,11102308,0,0,0,Bot
441336,11101485,54625.7778,0,0,Bot
441337,7208572,0,0,0,Human
441338,7931023,5523.9091,1,0,Human
441339,11101487,61877.7778,0,0,Bot
441341,11102317,0,0,0,Bot
441342,11101491,61491.7,0,0,Bot
441343,11107111,0,1,1,Bot
441344,11106971,0,0,0,Bot
441345,9221977,0,0,0,Bot
441347,7273540,0,0,0,Bot
441349,2067049,6165.5714,0,0,Human
441350,7336705,5401.4167,1,1,Human
441352,11095219,0,0,0,Bot
441353,10939296,0,0,0,Bot
441354,11078453,0,1,1,Bot
441355,11101895,28305.4118,0,0,Bot
441356,7829397,5826,0,0,Human
441358,11079846,0,0,0,Bot
441359,11101912,27196.5556,0,0,Bot
441360,11107285,13065,0,0,Human
441361,11105006,0,0,0,Bot
441362,11107604,0,0,0,Human
441364,11106185,0,0,0,Bot
441365,11101946,27561.3125,0,0,Bot
441367,11107243,0,0,0,Bot
441368,11106393,0,0,0,Bot
441369,11052951,0,0,0,Bot
441371,11107224,0,0,0,Bot
441372,11052988,0,0,0,Bot
441374,11107020,0,0,0,Bot
441375,11053005,0,0,0,Bot
441376,8462563,14871.8889,1,1,Bot
441377,11107040,0,0,0,Bot
441378,11057470,0,0,0,Human
441379,6663578,4603.517,2,1,Human
441380,8648348,1617.8,0,0,Human
441381,7399887,16560.75,1,1,Bot
441382,11100361,0,0,0,Bot
441384,11107200,0,0,0,Bot
441385,11080093,0,0,0,Human
441386,11107266,0,0,0,Bot
441388,11106973,0,0,0,Bot
441391,11099943,66.5,0,0,Bot
441393,11102606,23196,0,0,Bot
441396,11102608,23263,0,0,Bot
441397,11102610,23196,0,0,Bot
441398,11102613,23263,0,0,Bot
441399,11106775,0,2,1,Bot
441400,9219261,4084.1111,1,1,Human
441402,11105453,5,0,0,Bot
441403,11101644,0,0,0,Bot
441404,11105505,0,1,1,Bot
441405,11105459,0,0,0,Bot
441407,11106288,0,0,0,Bot
441408,11012062,0,0,0,Bot
441410,6838454,617,0,0,Human
441411,11102615,22479,0,0,Bot
441413,11012064,0,0,0,Bot
441414,11102624,22479,0,0,Bot
441415,11081672,0,0,0,Bot
441416,11105515,0,1,1,Bot
441417,11102626,22209,0,0,Bot
441419,8311583,6966.9,1,0,Human
441420,8567897,57712,0,0,Bot
441421,11012067,0,0,0,Bot
441422,10370358,0,0,0,Human
441423,10929566,56563.6667,0,0,Bot
441424,11012069,0,0,0,Bot
441426,10929580,27189.6667,0,0,Bot
441428,7481943,0,0,0,Bot
441431,7396959,58408.625,0,0,Bot
441432,11106649,0,0,0,Bot
441434,8871463,0,1,0,Human
441436,11102630,22209,0,0,Bot
441437,8013355,19510.6667,0,0,Bot
441438,11106530,0,0,0,Bot
441439,10921546,32686,0,0,Bot
441442,9368032,2349.1277,0,0,Human
441443,11104525,0,0,0,Bot
441444,11099998,0,0,0,Bot
441445,11104479,0,0,0,Bot
441446,11107253,0,0,0,Bot
441447,11107261,0,0,0,Bot
441448,9939160,0,0,0,Bot
441449,10995409,0,0,0,Bot
441451,11104480,10,0,0,Bot
441452,6446459,3717.1667,2,1,Human
441453,4757306,2001.25,1,0,Human
441454,4395712,2771,1,0,Human
441455,6234198,5651.2584,3,1,Human
441458,11104476,10,0,0,Bot
441459,7862495,6255.3043,1,1,Human
441460,11107498,1552,0,0,Bot
441461,11106645,41,0,0,Bot
441462,11092990,5252.875,1,1,Human
441463,11025185,0,0,0,Bot
441465,11099958,0,0,0,Bot
441466,10788846,0,0,0,Bot
441468,11025195,0,0,0,Bot
441470,11108208,0,0,0,Human
441471,10131052,4206.4444,3,1,Human
441472,11095746,0,0,0,Bot
441474,11107785,0,0,0,Bot
441476,11108330,0,0,0,Bot
441477,11095748,0,0,0,Bot
441478,11077308,0,0,0,Bot
441479,11095730,0,0,0,Bot
441480,11104956,0,0,0,Bot
441481,11108527,0,0,0,Bot
441482,11077311,0,0,0,Bot
441484,11095727,0,0,0,Bot
441485,11104960,0,0,0,Bot
441486,11108834,0,0,0,Bot
441487,9468493,1428,0,0,Human
441488,11025383,0,0,0,Bot
441489,11074197,3123.25,1,1,Human
441490,11086499,3988.5,0,0,Human
441492,11108090,0,0,0,Bot
441497,11106470,0,0,0,Bot
441499,11108500,0,0,0,Bot
441506,7537762,2711.8571,0,0,Human
441507,11066046,0,1,1,Bot
441508,11065592,15,1,1,Bot
441509,11108522,0,0,0,Bot
441511,11108525,0,0,0,Bot
441513,10454191,0,0,0,Human
441515,11108552,0,0,0,Bot
441516,10751875,7052.2,1,0,Human
441517,11065588,15,1,1,Bot
441518,11106392,9496.125,0,0,Bot
441519,11036556,0,0,0,Bot
441521,8782429,3779.5532,0,0,Human
441522,11108554,0,0,0,Bot
441524,11065584,0,1,1,Bot
441525,11109029,0,0,0,Bot
441526,11047229,10844.7143,0,0,Bot
441527,11036553,0,0,0,Bot
441528,11108626,0,0,0,Bot
441529,11108791,0,0,0,Bot
441530,11109181,0,0,0,Bot
441532,11108627,0,0,0,Bot
441534,11108925,0,0,0,Bot
441535,11108662,0,0,0,Bot
441536,11036555,0,0,0,Bot
441537,9521355,994.2431,1,1,Human
441538,3897469,9585.6667,1,1,Bot
441540,10996376,0,0,0,Bot
441541,11108100,0,0,0,Bot
441542,6257348,0,0,0,Bot
441543,9507079,0,0,0,Bot
441544,6201602,14377,1,1,Bot
441545,11105993,0,0,0,Bot
441546,6588169,0,0,0,Bot
441548,10324168,0,0,0,Bot
441549,4122792,726,1,1,Bot
441552,5147989,726,1,1,Bot
441553,11100047,0,0,0,Bot
441554,7956980,0,0,0,Human
441556,6745892,269,0,0,Human
441557,11109408,3598.8529,2,1,Bot
441558,11014383,1976.8571,0,0,Human
441559,8251453,10119.1429,0,0,Human
441560,10876196,7059,0,0,Human
441561,9236693,6128.0667,0,0,Human
441562,9236693,4452,2,1,Human
441563,6817271,2830.8333,0,0,Human
441564,10094513,0,0,0,Human
441565,11106757,0,0,0,Bot
441566,11106617,0,0,0,Bot
441567,11106767,0,0,0,Bot
441569,11106644,0,0,0,Bot
441570,10745171,42,0,0,Human
441572,11056162,19779,0,0,Bot
441574,11109192,0,0,0,Bot
441575,11076404,0,0,0,Human
441576,11086499,6700,0,0,Human
441577,11109747,345.75,0,0,Human
441578,11099836,0,1,1,Bot
441580,11106999,0,0,0,Bot
441581,11099809,0,0,0,Bot
441582,11099825,0,3,1,Bot
441583,10999294,0,0,0,Bot
441584,11107026,0,0,0,Bot
441585,3992589,0,0,0,Human
441586,11102308,5,0,0,Bot
441587,10627316,2015.25,1,0,Human
441588,10936756,38891,0,0,Bot
441589,11103434,0,1,1,Bot
441590,11099830,0,0,0,Bot
441592,8264078,140,0,0,Bot
441593,10837170,4321.771,3,1,Human
441595,11102317,5,0,0,Bot
441596,11105513,0,1,1,Bot
441597,6668501,16355,0,0,Human
441598,11105627,0,1,1,Bot
441600,7362622,0,0,0,Bot
441601,10936767,38891,0,0,Bot
441603,7539296,0,0,0,Human
441605,11105913,0,1,1,Bot
441606,10651669,17748,0,0,Human
441607,4979161,15167.5,0,0,Human
441608,10961682,15167.5,0,0,Human
441609,11107517,0,0,0,Bot
441611,10936770,38891,0,0,Bot
441612,11100070,0,0,0,Bot
441614,7325735,12,0,0,Human
441616,10324397,0,0,0,Bot
441618,7703958,0,0,0,Human
441622,11110081,0,0,0,Human
441623,6838113,0,0,0,Bot
441624,11107061,0,0,0,Human
441625,9000546,5994,0,0,Human
441628,11105917,0,1,1,Bot
441630,11105450,0,0,0,Bot
441631,4002603,0,0,0,Human
441632,9360087,0,0,0,Bot
441633,11105461,0,0,0,Bot
441635,11105584,0,0,0,Bot
441637,11105594,0,0,0,Bot
441638,11105609,0,0,0,Bot
441639,11105621,0,0,0,Bot
441642,10932688,1862.3333,0,0,Human
441643,11105890,0,1,1,Bot
441646,11109827,0,2,1,Bot
441649,6291326,0,0,0,Human
441652,7246603,58143.1875,0,0,Bot
441654,6585299,58143.1875,0,0,Bot
441655,11108875,0,0,0,Bot
441656,11108835,0,0,0,Bot
441657,11108784,0,0,0,Bot
441658,6826630,2712.6667,1,0,Bot
441659,11108803,0,0,0,Bot
