Actor,A_Acc,Login_day_count,Logout_day_count,Playtime,playtime_per_day,avg_money,Login_count,ip_count,Max_level,Type
452418,7009173,16,16,263422,16463.875,5587.219,53,6,35,Human
452420,7087124,33,33,591868,17935.3939,2370.8222,202,22,44,Human
452423,7134469,16,16,589260,36828.75,243.0631,75,1,31,Human
452430,10014413,8,8,55750,6968.75,521.7141,12,6,17,Human
452434,6160358,19,18,65417,3634.2778,92.2974,26,19,22,Human
452438,9975455,31,30,917948,30598.2667,4457.7328,89,33,42,Human
452439,11194314,4,3,23341,7780.3333,125.6046,4,4,13,Human
452442,11185530,37,38,2608358,68641,11177.2895,60,3,53,Human
452448,11189609,15,15,204388,13625.8667,51918.6585,24,4,28,Human
452450,11165936,12,11,14444,1313.0909,50.4823,16,9,10,Human
452455,9736524,39,40,512521,12813.025,28126.0602,119,32,42,Human
452460,4757306,8,8,91346,11418.25,1521.7788,44,2,23,Human
452462,6262122,1,1,13816,13816,45004.2884,2,1,8,Human
452464,11194367,6,6,79939,13323.1667,609.421,16,13,22,Human
452466,6250877,30,29,168880,5823.4483,281.4419,94,12,31,Human
452467,11115343,18,20,327476,16373.8,26201.2122,54,3,31,Human
452473,9665451,1,1,16687,16687,7.6775,2,2,11,Human
452479,11003307,16,17,263404,15494.3529,4312.9418,51,4,35,Human
452480,11189878,47,46,1523258,33114.3043,13201.5268,103,2,49,Human
452481,11194513,11,13,202022,15540.1538,5449.1532,31,13,29,Human
452489,10654075,46,45,937114,20824.7556,5635.9961,105,42,42,Human
452492,7951961,48,43,500956,11650.1395,8407.4381,124,7,38,Human
452494,11189183,48,48,3820495,79593.6458,18833.1767,70,2,55,Bot
452495,11189180,48,48,3858283,80380.8958,13898.6203,70,1,55,Bot
452496,11122754,10,9,27932,3103.5556,23.3574,13,6,13,Human
452497,11189194,48,48,3846596,80137.4167,14502.8821,69,1,55,Bot
452498,11189185,48,48,3828875,79768.2292,13337.7732,67,1,55,Bot
452504,7923107,27,27,121858,4513.2593,2891.505,97,3,31,Human
452505,10412768,20,20,542234,27111.7,3651.5973,113,1,40,Human
452506,11181638,48,48,3819030,79563.125,16212.7228,74,1,55,Bot
452507,11181645,48,48,3823799,79662.4792,14912.881,79,1,55,Bot
452508,11181650,48,48,3817057,79522.0208,12194.5479,69,1,55,Bot
452509,11181666,48,48,3848752,80182.3333,19429.8046,82,1,55,Bot
452513,6377767,3,3,12181,4060.3333,549.4085,4,4,12,Human
452520,11085844,2,2,40625,20312.5,91.6118,5,2,13,Human
452528,9036322,7,7,35566,5080.8571,1471.4053,14,7,16,Human
452530,11194735,4,4,54828,13707,137.5944,5,3,17,Human
452535,6164563,7,7,46769,6681.2857,456.4499,17,3,17,Human
452538,9509622,3,3,15058,5019.3333,2.0996,7,2,10,Human
452541,10364585,33,34,1296444,38130.7059,7927.551,78,25,50,Human
452544,10330950,17,17,349722,20571.8824,4634.2317,45,1,30,Human
452545,8067963,41,39,1623395,41625.5128,2582.0728,83,1,41,Human
452548,4046260,10,9,85374,9486,2822.9873,14,10,51,Human
452549,10599831,22,23,213325,9275,6292.9708,32,9,43,Human
452550,6403970,29,29,239732,8266.6207,15817.437,51,5,51,Human
452551,7960042,36,37,706256,19088,13054.0836,109,28,54,Human
452552,6310784,42,43,1101777,25622.7209,55330.3887,114,39,55,Human
452553,7076460,39,39,114420,2933.8462,12575.2882,128,11,52,Human
452554,4773469,43,42,1018038,24239,19664.3947,160,8,55,Human
452556,7290999,48,48,1649312,34360.6667,7549.3282,218,16,55,Human
452557,6829162,45,45,320363,7119.1778,6337.538,229,12,51,Human
452558,9971483,11,10,118923,11892.3,18062.5064,17,3,51,Human
452559,8048146,3,3,12157,4052.3333,53022.8899,3,1,46,Human
452560,6342183,41,42,1303479,31035.2143,6135.2348,174,40,55,Human
452561,9727889,31,31,498551,16082.2903,10937.3099,102,14,54,Human
452562,6965007,16,15,366172,24411.4667,26851.9468,43,7,52,Human
452563,7023856,32,32,192955,6029.8438,8226.2384,105,24,43,Human
452564,7105697,45,43,570549,13268.5814,35777.2626,135,14,54,Human
452565,6986393,4,4,23331,5832.75,2303.4248,6,5,48,Human
452566,7710472,46,45,2272385,50497.4444,97909.224,190,11,55,Human
452567,9078752,16,15,134535,8969,85860.0532,32,13,51,Human
452568,7904019,33,35,644965,18427.5714,71900.2569,74,7,54,Human
452569,9496489,43,42,1043502,24845.2857,63275.07,114,24,55,Human
452570,8393888,8,8,17931,2241.375,1530.9459,9,3,35,Human
452571,8086009,1,2,20430,10215,1607.1292,3,2,51,Human
452572,8103263,37,38,584568,15383.3684,4230.3797,60,7,54,Human
452574,6388972,8,7,114469,16352.7143,17116.7778,27,4,50,Human
452575,8123844,24,21,383379,18256.1429,56859.3953,31,2,44,Human
452576,8190137,14,14,129559,9254.2143,6900.9521,63,4,43,Human
452577,8429270,13,12,172578,14381.5,3896.2526,43,9,52,Human
452578,9186681,42,41,1089609,26575.8293,17567.2476,117,47,52,Human
452579,7074234,30,30,313088,10436.2667,16823.8872,43,1,53,Human
452580,6986267,8,8,29719,3714.875,3222.5322,13,4,43,Bot
452581,6647072,31,31,29229,942.871,4686.4499,59,16,51,Human
452582,6521705,46,46,1770374,38486.3913,8903.0082,149,20,55,Human
452583,8104445,44,42,785119,18693.3095,68607.6426,85,20,55,Human
452584,7550039,35,34,326880,9614.1176,18722.2328,75,9,42,Human
452585,6602860,12,12,11967,997.25,21961.059,25,9,45,Human
452586,10896260,9,9,77178,8575.3333,57058.2441,17,2,43,Human
452587,7212371,33,33,822873,24935.5455,15053.5336,89,19,55,Bot
452588,9301393,39,39,551130,14131.5385,14421.7553,108,4,54,Human
452589,6154179,46,46,1997035,43413.8043,3970.2634,178,23,55,Human
452591,7199923,24,25,551627,22065.08,13842.0777,85,19,54,Human
452592,9706899,37,36,950004,26389,8535.651,119,21,55,Human
452593,9367199,40,42,653149,15551.1667,19704.2022,96,51,55,Human
452594,6718714,46,45,1115692,24793.1556,19589.7828,164,50,55,Bot
452595,11000791,38,38,2518191,66268.1842,14601.6087,65,8,55,Bot
452596,8162688,38,39,783343,20085.7179,19032.5868,86,14,55,Human
452600,7840845,31,30,688950,22965,3148.9817,113,26,40,Human
452606,11195008,27,26,275132,10582,391.772,32,7,29,Human
452607,6276763,26,26,275786,10607.1538,219.4524,41,8,29,Human
452610,10210224,3,3,14108,4702.6667,18.2866,7,3,11,Human
452611,6806007,23,22,126316,5741.6364,363.2665,37,18,22,Human
452616,10642933,1,1,15092,15092,1155.4416,8,2,10,Human
452621,11136945,6,7,387735,55390.7143,171.9047,18,5,25,Bot
452622,11136623,6,7,391388,55912.5714,187.2962,14,4,25,Bot
452625,11136507,1,1,12581,12581,2.8245,3,2,11,Bot
452627,10324173,29,30,507452,16915.0667,3621.2481,71,17,39,Human
452629,11018929,7,6,184180,30696.6667,11269.7693,14,1,30,Bot
452632,10866168,26,26,679224,26124,1596.5368,52,24,41,Human
452633,7999211,8,8,117464,14683,5685.1195,27,1,27,Human
452634,11194056,6,7,500131,71447.2857,140.2509,9,3,26,Bot
452635,11195272,10,10,118722,11872.2,431.0398,18,7,24,Human
452636,11194065,6,7,501763,71680.4286,153.577,11,3,32,Bot
452637,8401092,3,3,31327,10442.3333,12.2107,5,5,12,Human
452638,11177314,2,2,27621,13810.5,6.1078,5,4,11,Human
452641,8492775,2,2,15426,7713,189.4814,7,2,11,Human
452645,11021300,42,38,2559995,67368.2895,23347.404,74,4,51,Bot
452647,10974544,44,44,698831,15882.5227,2277.3979,152,1,41,Human
452648,11190111,2,2,15943,7971.5,46.9057,4,3,11,Human
452649,7762680,33,33,643719,19506.6364,2232.3186,139,14,41,Human
452650,6344240,14,14,94366,6740.4286,233.8864,22,14,24,Human
452651,6775606,14,14,34291,2449.3571,387.621,34,16,19,Human
452655,10559731,43,43,420475,9778.4884,79940.8469,5479,5,11,Bot
452658,6775606,18,17,42992,2528.9412,174.5585,48,21,22,Human
452659,6775606,21,21,61232,2915.8095,3444.7587,49,25,23,Human
452660,8835617,7,7,11229,1604.1429,9.2912,12,7,11,Human
452664,8404253,44,44,23457,533.1136,241375.9024,128,21,2,Human
452665,11192105,3,3,13030,4343.3333,10.829,4,4,8,Human
452666,11192177,30,31,385397,12432.1613,245.3359,72,13,31,Human
452668,11126878,40,40,453510,11337.75,494.8168,88,28,37,Human
452669,6945134,11,11,99765,9069.5455,3316.5682,31,13,24,Human
452674,11195771,1,1,13343,13343,1.4962,2,1,7,Human
452675,6702463,5,5,24995,4999,22.2352,10,5,13,Human
452676,6880444,5,5,145820,29164,1560.1131,35,5,29,Human
452677,8303462,7,7,87466,12495.1429,61.2529,9,6,19,Human
452678,6540863,20,20,71446,3572.3,60258.2681,45,6,20,Human
452679,5314276,7,7,116505,16643.5714,20653.5834,27,3,32,Human
452680,11046233,6,6,501431,83571.8333,1862.3166,6,1,28,Bot
452681,11046238,7,6,508489,84748.1667,4317.8177,8,2,28,Human
452682,11087913,36,36,30801,855.5833,2397.3217,70,12,10,Human
452686,8901015,17,17,12856,756.2353,21104.2609,25,16,10,Human
452689,9256648,2,2,27193,13596.5,587.4857,6,2,11,Human
452692,9374180,47,45,631831,14040.6889,9037.2724,137,37,43,Human
452693,6664760,2,2,13570,6785,4.1831,5,1,10,Human
452699,9827025,14,14,131865,9418.9286,7556.1373,21,11,29,Human
452704,11176073,44,44,855111,19434.3409,1601.1529,79,17,43,Human
452705,11196138,7,7,59296,8470.8571,398.0401,11,3,23,Human
452707,6966460,9,9,20968,2329.7778,2.9614,11,6,12,Human
452708,7131947,3,3,14071,4690.3333,11142.6781,4,3,8,Human
452710,6462280,2,2,16278,8139,13.8412,2,2,12,Human
452711,10690009,11,11,35602,3236.5455,1772.5221,22,1,20,Human
452713,8857274,23,23,115735,5031.9565,45573.2319,50,8,25,Human
452715,11184019,18,16,1344167,84010.4375,2890.1509,25,8,40,Bot
452716,8911764,10,10,18330,1833,413.9709,15,3,12,Human
452722,11196237,16,17,967302,56900.1176,16597.3225,26,5,44,Bot
452723,7397773,21,21,290411,13829.0952,3876.2082,57,3,33,Human
452726,10814969,8,8,19727,2465.875,93.6354,12,2,11,Human
452727,11195766,1,1,11403,11403,2.2209,1,1,7,Human
452729,6391368,47,46,1234785,26843.1522,11283.0265,310,66,51,Human
452732,10652067,16,16,34158,2134.875,172.0282,27,5,21,Human
452733,9150188,14,14,234400,16742.8571,789.7868,34,2,35,Human
452735,11196397,2,2,19505,9752.5,12.2571,3,2,11,Human
452736,10732113,34,35,176259,5035.9714,4557.2527,89,16,30,Human
452739,10181824,3,3,11288,3762.6667,292.9853,5,3,10,Human
452740,11191804,14,13,977356,75181.2308,9183.0623,29,3,40,Bot
452741,7346526,15,15,87911,5860.7333,518.6461,33,7,24,Human
452742,11169652,2,2,61311,30655.5,134.2985,3,2,9,Bot
452743,11140351,10,8,175566,21945.75,4692.2122,16,9,30,Human
452744,11196476,3,4,18740,4685,66.8467,4,3,16,Human
452747,7355952,2,2,15123,7561.5,3412.2043,5,1,6,Human
452748,10953053,7,7,52654,7522,69.5993,32,3,16,Human
452756,7254667,10,10,48789,4878.9,421.8097,15,2,18,Human
452757,11082315,24,27,409349,15161.0741,1561.3765,49,19,35,Human
452759,10329510,13,13,149227,11479,17205.735,38,13,29,Human
452760,8671466,18,18,118671,6592.8333,34593.2651,36,2,31,Human
452765,9293020,3,3,10838,3612.6667,9006.4716,3,3,10,Human
452766,6528841,46,46,1801247,39157.5435,5244.8422,124,2,44,Bot
452769,11196729,11,11,32809,2982.6364,82.5587,11,11,14,Human
452774,8274746,10,9,144662,16073.5556,1038.3426,12,8,24,Human
452778,7368036,6,6,39459,6576.5,209887.6133,16,4,18,Human
452779,10161752,39,39,53239,1365.1026,120218.7829,65,34,10,Bot
452781,5656970,30,32,590550,18454.6875,1724.7669,73,6,36,Human
452784,7199923,19,19,22153,1165.9474,3858.7156,41,16,13,Human
452787,11196940,24,24,149383,6224.2917,55.1266,48,12,23,Human
452793,9191878,4,4,20329,5082.25,80.3722,5,4,10,Human
452798,7036393,40,40,31686,792.15,4520.3092,128,6,10,Human
452800,10769668,15,15,256169,17077.9333,50439.2234,46,12,34,Human
452801,6257561,22,22,24143,1097.4091,3430.8303,35,1,12,Human
452806,10429319,18,18,141170,7842.7778,77148.0334,36,9,29,Human
452811,11184172,3,3,17969,5989.6667,4717.9452,5,1,9,Bot
452812,7911886,19,19,165679,8719.9474,471.9265,31,21,28,Human
452813,6697879,42,41,899643,21942.5122,35018.5399,118,20,41,Human
452814,11048846,14,14,54037,3859.7857,204.7837,28,8,23,Human
452815,10181212,30,31,250139,8069,8355.5685,57,25,32,Human
452818,11177692,7,7,411710,58815.7143,1394.451,15,1,31,Bot
452822,11195174,3,3,31744,10581.3333,5.425,4,4,14,Human
452824,10527687,10,10,20503,2050.3,2.608,13,6,10,Human
452826,11181897,7,7,409112,58444.5714,1210.2743,18,1,31,Bot
452827,11062930,42,42,598370,14246.9048,7972.0545,128,11,10,Human
452829,6966460,43,41,561658,13698.9756,950.8167,148,33,40,Human
452830,6950474,34,31,368684,11893.0323,650.422,59,4,34,Human
452833,11191993,6,7,411099,58728.4286,1370.1499,11,1,32,Bot
452834,11006298,7,7,26036,3719.4286,102.0662,9,9,13,Human
452843,11030518,5,6,65301,10883.5,1284.5476,8,1,23,Human
452844,9965288,14,14,50923,3637.3571,2553.9679,22,12,21,Human
452845,8127882,3,4,20425,5106.25,166.0027,6,4,12,Human
452846,11029107,8,8,142366,17795.75,5267.1984,28,2,29,Human
452848,11195868,36,36,288903,8025.0833,191910.5046,89,3,30,Human
452849,7732511,24,24,613424,25559.3333,3246.623,67,6,40,Human
452850,7899304,30,30,512331,17077.7,1080.6863,137,10,40,Human
452851,8504543,25,24,423024,17626,15348.8841,41,11,34,Human
452853,11197029,25,21,384655,18316.9048,21047.0441,34,1,34,Human
452855,7903692,10,10,56733,5673.3,31.284,12,10,17,Human
452856,11196138,3,2,13719,6859.5,15.4908,3,2,11,Human
452861,8155100,14,14,212977,15212.6429,5035.6785,41,3,31,Human
452863,8262039,5,4,28068,7017,117.3574,6,6,14,Human
452865,11181666,9,9,18790,2087.7778,98044.7181,17,1,10,Bot
452868,11188503,5,5,19670,3934,77.5469,9,2,11,Human
452869,6747128,2,2,22987,11493.5,1650.8914,5,2,16,Human
452870,10804066,3,4,15277,3819.25,1.9237,4,3,10,Human
452871,10747602,12,11,80791,7344.6364,255.9765,15,8,23,Human
452874,9236077,29,29,153429,5290.6552,768.8449,67,26,31,Human
452875,11172368,47,47,2186336,46517.7872,47544.6982,139,15,55,Human
452877,11196167,47,47,3699630,78715.5319,2729.9849,66,2,55,Bot
452878,11196169,47,46,3720985,80890.9783,2555.3907,66,2,55,Bot
452879,11196238,47,46,3710439,80661.7174,2423.35,64,3,55,Bot
452881,11196311,47,46,3729501,81076.1087,3440.5575,67,2,55,Bot
452882,8402681,3,3,20188,6729.3333,131.3624,4,4,14,Human
452885,9778735,15,15,93183,6212.2,868.5154,52,15,25,Human
452887,11182894,21,18,207325,11518.0556,849.1358,26,13,26,Human
452888,10150679,2,1,12033,12033,1.4242,2,1,10,Human
452889,9574366,13,13,160347,12334.3846,1096.8073,35,8,33,Human
452891,7181394,41,41,758375,18496.9512,25120.9045,91,6,39,Human
452898,6489785,4,3,13398,4466,266.3866,4,2,10,Bot
452900,8458096,3,3,36364,12121.3333,107587.8548,13,4,18,Human
452903,11165364,6,6,15065,2510.8333,5.34,9,6,10,Human
452904,7612932,5,3,54208,18069.3333,102.9648,9,3,14,Human
452907,11162773,46,46,97294,2115.087,161596.8482,134,30,11,Human
452913,6414020,23,23,74664,3246.2609,414.6762,38,16,23,Human
452915,11191977,7,7,376680,53811.4286,462.0514,21,2,30,Bot
452920,7720241,8,7,184591,26370.1429,958.5269,12,6,31,Human
452922,8352170,23,22,279598,12709,1092.4534,39,4,34,Human
452923,10026499,8,8,124239,15529.875,353.5172,11,6,28,Human
452925,11195081,7,6,424853,70808.8333,925.4321,23,3,34,Bot
452926,11195087,7,6,430867,71811.1667,1181.0072,16,4,34,Bot
452927,11195083,7,6,403862,67310.3333,990.3741,21,4,34,Bot
452928,11195088,6,6,421526,70254.3333,1311.7947,17,3,37,Bot
452931,11197981,5,5,43241,8648.2,452.238,9,4,13,Human
452935,11128800,1,1,24153,24153,23437.7505,12,2,13,Human
452939,8523791,6,6,24415,4069.1667,174.6538,21,1,14,Human
452940,7303020,17,17,170732,10043.0588,1149.6142,45,12,32,Human
452942,6860015,34,34,220735,6492.2059,7737.4663,116,2,33,Human
452944,6909161,42,35,847896,24225.6,4980.379,60,19,46,Human
452945,11028284,38,38,81698,2149.9474,8083.0855,113,6,22,Human
452946,9950243,5,5,48551,9710.2,426.4141,8,2,20,Human
452948,9809695,1,1,16576,16576,19885.7751,4,3,13,Human
452949,11197237,36,34,1246981,36675.9118,49567.3933,80,2,29,Human
452955,11160650,2,2,29924,14962,84.353,6,4,15,Human
452958,11144941,7,7,26371,3767.2857,27741.056,16,5,16,Human
452962,11088803,29,28,488394,17442.6429,11719.7045,67,23,34,Bot
452964,11030417,23,23,54121,2353.087,495.8466,46,6,21,Human
452968,11198204,32,32,257921,8060.0313,109.9118,73,34,28,Human
452969,11198218,8,8,54353,6794.125,181.3999,12,7,18,Human
452970,9857990,10,10,73374,7337.4,1321.9231,31,4,30,Human
452979,11198268,2,2,21770,10885,193.0618,2,2,12,Human
452982,10125687,3,3,13982,4660.6667,5.8033,3,3,10,Human
452983,11028503,8,8,29427,3678.375,5796.2825,14,6,13,Human
452987,11198237,46,45,3672593,81613.1778,20042.4516,52,1,55,Bot
452991,8554546,41,42,579891,13806.9286,3194.7592,150,18,42,Human
452992,7388518,46,46,951980,20695.2174,15619.2457,238,21,42,Human
452994,10265933,24,23,328189,14269.087,641.4727,47,21,31,Human
452995,10923891,17,18,62165,3453.6111,267.4988,34,15,20,Human
452997,9213113,30,29,216828,7476.8276,24988.7571,100,10,30,Human
453000,10760669,4,4,12891,3222.75,754.4542,6,2,10,Human
453001,10521538,7,7,18721,2674.4286,308.0493,10,2,12,Human
453002,6531962,9,9,134631,14959,13574.2107,38,2,34,Human
453003,11191982,5,6,372158,62026.3333,442.8909,10,2,29,Bot
453004,7600590,16,16,78107,4881.6875,11440.7981,129,13,23,Human
453006,10459348,9,9,62456,6939.5556,5579.3093,12,2,17,Human
453007,6119509,1,1,34185,34185,29.688,3,1,13,Human
453010,11198504,44,47,1577861,33571.5106,14649.4512,160,44,48,Human
453013,11187368,4,4,36154,9038.5,22.7186,9,5,14,Human
453014,8516565,25,27,372656,13802.0741,254.0975,39,24,30,Human
453015,9758819,5,5,20068,4013.6,1627.1243,8,1,10,Human
453020,8520028,24,24,15092,628.8333,2382.247,47,9,10,Human
453023,11183729,2,2,16001,8000.5,2.8458,2,2,11,Human
453025,10762921,11,11,54098,4918,701.2902,15,5,19,Human
453028,10781383,4,4,11730,2932.5,152309.7452,5,3,7,Human
453029,8580268,6,6,12508,2084.6667,18148.2892,11,5,11,Human
453033,6854252,20,20,139674,6983.7,40009.7785,109,2,32,Human
453034,10899685,45,46,1457201,31678.2826,8665.1879,160,2,46,Human
453037,9790151,3,3,28144,9381.3333,3.5777,7,1,13,Human
453038,6385476,7,7,68143,9734.7143,141.8173,14,1,16,Human
453040,11130690,6,6,19436,3239.3333,994.1575,12,4,13,Human
453041,11153238,4,4,10897,2724.25,49.9994,5,3,10,Human
453042,9256648,43,43,1366433,31777.5116,64382.2588,118,24,48,Human
453044,11198680,10,10,91964,9196.4,838.6321,21,10,28,Human
453047,8782980,20,21,280210,13343.3333,381.4337,47,10,34,Human
453050,8539360,15,15,58260,3884,10790.1558,26,2,20,Human
453055,7443188,18,18,62052,3447.3333,4085.8263,44,18,21,Human
453060,11195092,5,6,425049,70841.5,854.694,17,3,39,Bot
453061,7800307,37,37,420872,11374.9189,2006.0723,70,44,40,Human
453062,3861357,11,11,155103,14100.2727,498.0982,21,7,25,Human
453063,6396927,1,1,12262,12262,39498.2126,7,1,12,Human
453067,11174486,6,6,273310,45551.6667,817.3516,30,2,29,Bot
453071,7505149,29,29,250073,8623.2069,486216.9389,77,10,33,Human
453073,10284869,10,10,56257,5625.7,40684.4309,16,4,17,Human
453075,10880488,47,47,1187274,25261.1489,97054.472,167,7,46,Bot
453077,8269344,7,7,59552,8507.4286,108.9972,16,4,24,Human
453078,8799065,10,10,123070,12307,12526.0975,41,4,32,Human
453079,9940587,16,16,111154,6947.125,574.3744,35,17,23,Human
453080,6435077,8,8,166483,20810.375,40864.0746,20,8,31,Bot
453087,11199255,2,2,13409,6704.5,1.6534,3,3,10,Human
453090,11173560,5,6,424083,70680.5,227.2251,7,2,29,Bot
453091,8279445,20,20,35536,1776.8,458.3293,51,2,20,Human
453092,8572202,3,3,51593,17197.6667,115.2785,14,2,21,Human
453093,10774409,4,4,55969,13992.25,1251.7151,5,2,23,Human
453094,7650436,3,3,60993,20331,28.572,9,8,19,Human
453095,11193505,5,6,423733,70622.1667,312.11,9,2,35,Bot
453096,11187532,46,45,3649159,81092.4222,64451.3614,58,1,55,Bot
453097,11038335,12,12,46165,3847.0833,136.0992,19,6,17,Human
453098,8964745,23,23,62498,2717.3043,222.2543,52,10,21,Human
453100,9982129,3,3,47006,15668.6667,28.4285,6,5,18,Human
453101,10285066,1,1,17708,17708,3.1272,1,1,12,Human
453102,10970690,6,6,12943,2157.1667,215.6073,10,4,12,Human
453103,11119968,6,6,380213,63368.8333,2977.0103,17,2,39,Bot
453104,11119971,6,6,379322,63220.3333,1906.0882,17,2,39,Bot
453105,9815897,38,38,210557,5540.9737,5029.8779,78,4,26,Human
453111,9734415,7,7,47550,6792.8571,6433.2027,16,4,23,Human
453112,11199956,5,6,417419,69569.8333,298.4042,15,2,40,Bot
453113,11200566,4,4,59628,14907,1086.421,6,3,19,Human
453115,11200344,5,6,416127,69354.5,939.3385,13,2,42,Bot
453116,11200114,6,6,310712,51785.3333,1603.1961,28,6,30,Bot
453117,11200383,6,6,414078,69013,518.9581,16,2,40,Bot
453118,11194309,5,6,410223,68370.5,1767.5026,10,5,25,Bot
453121,8407642,6,6,95921,15986.8333,1762.7042,8,6,24,Human
453122,11200127,6,5,310767,62153.4,236.4741,18,6,30,Bot
453125,6997208,14,14,100116,7151.1429,2731.1654,38,5,30,Human
453128,11200691,6,6,401523,66920.5,3101.4082,16,3,26,Bot
453132,11200692,6,6,401209,66868.1667,562.9192,22,3,26,Bot
453136,11201103,5,5,125951,25190.2,1503.7097,11,5,19,Human
453137,11105256,6,6,401362,66893.6667,1001.449,21,6,38,Bot
453138,7499302,28,28,234629,8379.6071,20078.8499,72,17,37,Human
453139,10319688,10,10,117096,11709.6,1273.9185,30,4,29,Human
453140,11101398,6,6,398326,66387.6667,1125.2878,18,6,39,Bot
453142,11181885,4,6,353302,58883.6667,67659.3456,17,2,32,Bot
453143,11200775,6,6,393550,65591.6667,492.6998,15,1,31,Bot
453144,11199089,6,6,398212,66368.6667,355.2544,18,2,25,Bot
453145,7424897,5,6,411047,68507.8333,449.7685,8,3,40,Bot
453147,11199095,6,6,395599,65933.1667,242.6542,16,2,25,Bot
453149,8220979,5,6,410603,68433.8333,419.4263,8,3,40,Bot
453151,11199117,6,6,392773,65462.1667,279.1833,17,2,26,Bot
453152,10622121,4,4,281242,70310.5,5236.3267,7,2,27,Bot
453153,11119500,5,6,384296,64049.3333,2822.1499,19,2,32,Bot
453154,11200612,5,5,405919,81183.8,5010.3212,7,2,22,Bot
453155,8517742,6,6,388721,64786.8333,1001.3264,13,5,30,Bot
453157,9586330,3,3,15382,5127.3333,8.0297,15,2,10,Human
453159,11199136,6,6,392041,65340.1667,518.0354,19,2,24,Bot
453160,9378575,5,6,388216,64702.6667,1167.5657,12,5,32,Bot
453161,11199442,6,6,375752,62625.3333,1936.8374,10,2,23,Bot
453162,10707768,9,9,35428,3936.4444,957.7377,26,4,25,Human
453163,7198269,21,21,160754,7654.9524,15070.0888,84,12,31,Human
453164,11201272,6,5,367011,73402.2,2110.2601,14,3,35,Bot
453165,11133596,5,6,383677,63946.1667,1467.0579,15,5,32,Bot
453166,11199883,5,6,393285,65547.5,7309.8897,27,3,25,Bot
453167,11072809,17,17,454727,26748.6471,24182.0196,82,13,38,Human
453168,10213912,24,24,582830,24284.5833,7146.4639,115,19,44,Bot
453169,11200711,5,5,402297,80459.4,8801.7299,6,1,31,Bot
453170,11201276,6,5,341441,68288.2,1656.9225,16,3,35,Bot
453171,10016238,7,6,14934,2489,100.6406,10,4,10,Bot
453173,11200683,6,6,404762,67460.3333,3475.8631,15,2,42,Bot
453174,11201360,5,5,391924,78384.8,2248.3421,7,4,38,Bot
453175,11199049,6,6,404420,67403.3333,1667.7344,11,2,42,Bot
453176,11200332,5,5,408148,81629.6,2283.9005,11,5,36,Bot
453178,11199790,6,6,400280,66713.3333,1766.822,16,4,22,Bot
453179,7351870,1,1,18878,18878,4.5041,1,1,10,Human
453180,11200347,5,6,406400,67733.3333,3325.4221,13,5,34,Bot
453181,11201232,5,5,372825,74565,2063.6488,13,4,38,Bot
453182,11033158,6,6,381069,63511.5,3250.4325,35,4,40,Bot
453183,11201048,6,5,379483,75896.6,971.1534,17,7,24,Bot
453184,11202115,1,1,18718,18718,0.9749,1,1,11,Human
453185,11200809,6,6,389742,64957,689.9624,16,6,39,Bot
453186,11033212,6,6,380971,63495.1667,1286.2733,26,4,40,Bot
453187,11200922,5,5,369038,73807.6,4436.3737,12,4,38,Bot
453188,9227247,9,9,139143,15460.3333,1025.7505,12,4,30,Human
453189,11199058,5,5,328650,65730,1087.8441,14,2,42,Bot
453190,11033218,6,6,379916,63319.3333,3185.1481,34,4,39,Bot
453191,11200830,6,6,360380,60063.3333,634.5556,19,8,39,Bot
453192,11200885,5,5,380539,76107.8,2455.024,9,4,38,Bot
453193,11199186,6,6,404429,67404.8333,4771.7385,9,1,23,Bot
453194,11201047,6,5,349025,69805,224.4404,15,6,24,Bot
453196,11199096,5,6,405158,67526.3333,2121.7734,13,2,42,Bot
453197,11200551,5,6,410260,68376.6667,48.2622,9,5,22,Bot
453198,7181508,17,17,70318,4136.3529,537.0158,32,5,20,Human
453199,11199066,5,6,405563,67593.8333,724.7317,15,2,42,Bot
453200,11100804,9,9,33776,3752.8889,70.6957,10,6,13,Human
453201,9208504,2,2,15091,7545.5,24.5269,9,2,12,Human
453202,10370358,7,7,26101,3728.7143,72.8995,10,7,15,Human
453203,7851389,2,2,15765,7882.5,23.4054,2,2,12,Human
453204,11200869,6,6,374166,62361,2153.1425,14,4,38,Bot
453205,11200571,5,6,409402,68233.6667,26.1826,9,5,22,Bot
453207,11033221,6,6,375140,62523.3333,850.6146,28,4,39,Bot
453209,11199114,5,6,403761,67293.5,837.5992,13,2,42,Bot
453210,11141854,6,5,387338,77467.6,303.9271,12,7,39,Bot
453211,11194342,4,6,404512,67418.6667,2142.9263,9,5,25,Bot
453213,11201874,5,5,395627,79125.4,3838.5073,12,2,23,Bot
453214,10286936,5,6,388353,64725.5,63.0784,13,5,9,Bot
453215,10489497,22,22,138869,6312.2273,1234.5021,40,10,26,Human
453216,11141860,6,5,386479,77295.8,383.1644,11,7,37,Bot
453219,11191314,5,5,413305,82661,1942.0057,8,1,39,Bot
453221,11134314,5,6,390880,65146.6667,3365.1445,10,4,36,Bot
453222,11128871,6,6,389789,64964.8333,1261.7252,15,2,38,Bot
453223,11141867,2,2,85664,42832,239.7178,4,2,30,Bot
453224,11199316,6,6,398474,66412.3333,4959.8261,17,4,30,Bot
453225,11141877,6,5,384673,76934.6,452.2615,11,7,37,Bot
453226,9722607,10,10,48610,4861,11509.0495,26,6,17,Human
