Actor,A_Acc,Login_day_count,Playtime,playtime_per_day,avg_money,Social_diversity,Max_level,collect_max_count,exp_get_count_per_day,item_get_count_per_day,money_get_count_per_day,abyss_get_count_per_day,p_deg,f_deg,t_deg,m_deg,Avg_PartyTime,GuildAct_count,Type,Group
446711,6387322,13,582554,44811.8462,3107.2837,0.8253,38,0,550.1538,300.9231,67.38461539,26.7692,83,10,15,3,2776.7168,1,Bot,2
446717,11115586,56,4143369,75333.9818,11873.8017,0.6931,55,0,1944.2,1411.7455,280.2363636,0,0,0,3,3,0,1,Bot,2
446741,7157048,3,62413,20804.3333,11.7835,0,14,26,247.3333,206.3333,43.33333333,0,1,0,0,0,14825,0,Bot,2
446761,11116199,53,3645515,70106.0577,14132.1035,0,55,32,3226.4423,2514.6346,66.13461539,66.0385,2,0,1,10,0,0,Bot,2
446796,11147915,15,991164,76243.3846,12557.9781,0,51,0,2982.9231,2600.6923,59.23076923,0,0,2,0,1,0,0,Bot,2
446798,11147894,13,957846,79820.5,7325.8876,0,50,0,3408.5833,2788.4167,91.08333333,0,0,2,0,1,0,0,Bot,2
446835,11100461,9,609691,76211.375,618.1533,0.7534,38,0,2281,1551.125,1199.875,1.25,2,0,6,1,1910,0,Bot,2
446836,11100463,9,652490,72498.8889,548.5404,0.2449,38,0,2986.4444,2878.7778,33.77777778,0,3,0,8,0,1910,0,Bot,2
446838,11128627,10,611968,76496,855.9474,0.6005,38,0,2632.625,1831.125,1092.375,0.375,3,0,6,1,1910,0,Bot,2
446861,11003991,13,552618,42509.0769,9505.8089,1.1162,43,19,918.9231,873.9231,318.6153846,217.6923,166,38,15,7,3834.4123,2,Bot,2
446868,11144237,54,4131984,72490.9474,8925.7461,0.5939,45,0,3013.0526,2187.2807,3.210526316,0.0175,0,2,9,4,0,0,Bot,2
446887,11129770,59,4441779,82255.1667,22492.1805,0.6931,55,0,3491.2407,2619.6667,15.2037037,0,1,2,2,1,136505.6667,0,Bot,2
446889,11129948,59,4449503,82398.2037,18030.835,0.1788,55,2502,3298.1296,2790.7963,31.51851852,0,1,2,1,2,136505.6667,0,Bot,2
446912,11144362,54,4134710,72538.7719,7407.6895,0.4318,45,0,1849.8947,1969.1053,21.22807018,0,0,2,3,3,0,0,Bot,2
446913,11144379,51,4123874,76368.037,22117.2999,0.3202,45,0,2726.2037,2207.963,901.3518519,0.0185,0,2,5,3,0,0,Bot,2
446914,11144400,53,3990506,71259.0357,7568.995,0.5034,45,0,2513.1071,2252.3393,7.410714286,0,0,2,5,5,0,0,Bot,2
446917,11144409,53,4125122,73662.8929,8180.3487,0.2974,45,0,2907.1607,2357.3036,264.1428571,0.0179,0,2,3,4,0,0,Bot,2
446956,11150842,57,4132126,77964.6415,7706.7892,0.4418,55,0,2595.9057,1891.3208,42.13207547,0.0566,0,0,8,10,0,0,Bot,2
446962,11150883,55,4109388,80576.2353,6964.5435,0.673,55,0,2782.451,1970.7647,52.45098039,0.0588,0,0,5,8,0,0,Bot,2
446968,11150897,53,3906443,76596.9216,10129.9084,0.6829,45,0,2782.8039,1951.5294,42.09803922,0.098,0,0,7,12,0,0,Bot,2
446982,11150907,53,3816381,76327.62,11327.1813,0.6931,45,0,2964,2070.8,51.44,0.12,0,0,6,7,0,0,Bot,2
446992,11150913,51,3697265,73945.3,8463.5549,0.689,45,0,2531.88,1801.34,67.9,0.06,0,0,6,8,0,0,Bot,2
447086,11147687,57,4252367,77315.7636,36830.0965,0.9503,55,0,1996.4,1795.6,538.4909091,799.8909,2,0,4,4,84074.2857,0,Bot,2
447104,11144452,15,1110025,69376.5625,7862.3616,0.6931,40,0,2247.5,1624.75,8.625,0,1,0,6,0,883,0,Bot,2
447120,11147656,56,4197134,77724.7037,42408.5191,0.6829,55,0,1826.6111,1734.5926,528.1481482,690.1296,2,0,5,4,84074.2857,0,Bot,2
447137,10687254,14,210225,15016.0714,5777.5212,1.2234,34,4,209.7857,146.3571,75.42857143,47.7143,61,36,14,8,3299.0638,3,Bot,2
447184,10783103,12,59097,4924.75,8754.5421,0,10,2,14.4167,10.1667,2.583333333,0,0,0,3,1,0,0,Bot,2
447247,3110495,7,26453,3779,706.7972,1.0986,18,1,61,30.5714,43.28571429,0,10,2,0,1,3762,1,Bot,2
447308,11153294,48,711355,15807.8889,11494.5196,0.9393,40,15,215.2,173.0889,51.75555556,18.2444,106,8,17,11,3092.4839,0,Bot,2
447403,11153808,13,601617,50134.75,594.8926,0.5623,36,51,1122.9167,1379.1667,17,0.0833,4,4,1,1,2076.8333,0,Bot,2
447407,11154108,58,2183595,37648.1897,17101.1433,1.0862,52,965,537.7586,648.6552,135.9137931,14.931,16,2,13,12,3021.8788,0,Bot,2
447424,10969608,12,90652,7554.3333,104.7046,0.7963,28,13,109.3333,99.75,64.33333333,8.8333,12,0,1,2,4524.6667,0,Bot,2
447470,10755631,29,41614,1434.9655,139000.3811,1.0397,10,0,40.069,37.1034,5.482758621,0,0,0,3,1,0,3,Bot,2
447482,6489468,9,107006,11889.5556,1147.8305,0.4506,25,10,496.8889,663.3333,10.77777778,0,0,0,1,4,0,0,Bot,2
447551,11135414,4,15769,3942.25,117.1675,0,10,0,128.25,74.5,31.25,0,0,0,2,0,0,0,Bot,2
447553,11069293,4,19466,4866.5,92.6963,0,10,0,125.5,70.75,10.5,0,0,0,2,0,0,0,Bot,2
447563,11069297,4,18938,4734.5,102.4696,0,9,0,130.25,76.5,37,0,0,0,4,0,0,0,Bot,2
447568,11069303,2,19774,9887,40.6834,0,9,0,578,246.5,332,0,0,0,1,0,0,0,Bot,2
447577,11069307,2,19413,9706.5,42.966,0,10,0,484.5,238,78,0,0,0,2,0,0,0,Bot,2
447583,11069312,2,18261,9130.5,19.6294,0,10,0,544.5,255.5,307.5,0,0,0,1,0,0,0,Bot,2
447588,11070397,2,12467,6233.5,9.7454,0,10,0,317.5,197.5,111.5,0,0,0,0,0,0,0,Bot,2
447604,10195131,11,350108,31828,12426.6971,1.2348,30,17,958.7273,2096.6364,12.09090909,0,6,6,8,3,2453.8,1,Bot,2
447617,11151442,50,3479586,69591.72,30585.4863,0.6931,55,3888,2319.62,2827,287.24,82.66,1,0,2,3,3007,0,Bot,2
447638,11042632,33,441336,13373.8182,165903.9972,0,35,0,863.8788,893.8182,6.090909091,0,4,0,18,6,107,0,Bot,2
447658,7694709,50,3500656,74482.0426,4868.2201,0.6523,54,10,2175.5106,1178.5106,1123.893617,0.1277,7,0,12,4,24051.1818,1,Bot,2
447670,7694431,52,3311417,66228.34,2746.5862,0.6394,51,20,1896.16,868.8,877.12,0.08,6,0,15,4,29759.6667,4,Bot,2
447676,11023618,14,21403,1528.7857,11959.5307,0,10,16,17.5,21.4286,7.5,0,2,0,2,0,1957,0,Bot,2
447681,11023618,2,12792,6396,2576.9563,0.6931,10,1,166.5,109,141,0,2,0,1,0,5722.5,0,Bot,2
447702,8790647,28,209798,7492.7857,7231.918,0.4562,34,5,86.6429,45.3929,19.17857143,0.6786,46,0,8,4,3171.807,1,Bot,2
447769,10521257,11,551904,50173.0909,1388.1541,0.6829,41,0,1485.1818,1325.5455,100.7272727,1.3636,3,0,2,5,3502.75,0,Bot,2
447774,6461061,17,226918,13348.1176,2072.8965,0,24,634,386,460.5882,0.235294118,0,0,0,1,5,0,0,Bot,2
447775,6461061,17,227963,13409.5882,2078.1135,0,24,662,371.0588,396.9412,0.294117647,0,0,0,0,5,0,0,Bot,2
447776,6461061,17,226356,13315.0588,2085.3993,0,23,641,353.5882,389.2353,0.235294118,0,0,0,0,3,0,0,Bot,2
447777,6461061,17,223853,13167.8235,2054.5905,0,24,645,375.2353,383.2353,0.176470588,0,0,0,0,2,0,0,Bot,2
447778,6461061,19,447047,22352.35,4249.3269,0.6931,29,634,733.5,1025.3,0.95,0,0,0,1,4,0,0,Bot,2
447779,10958885,15,1048430,65526.875,4245.9432,0,40,0,2215.125,1503.5,487.75,0.0625,0,0,8,1,0,0,Bot,2
447790,11151010,15,1042670,65166.875,2173.226,0,41,0,1794.125,1352.75,311.75,0.125,0,0,6,1,0,0,Bot,2
447800,11150766,16,1034710,64669.375,3189.6893,0.4101,41,0,2032.375,1383.5,511.375,0.25,1,0,8,1,852,0,Bot,2
447801,11142994,9,579717,64413,3082.6679,0.2664,28,0,5606.5556,4354.8889,4362.777778,0,0,0,5,3,0,0,Bot,2
447802,11142998,9,579110,72388.75,2873.6012,0.3365,28,0,5752.75,4728.875,4840.5,0,0,0,5,8,0,0,Bot,2
447803,11143001,9,579429,72428.625,2652.453,0.5623,28,0,5628,4224.625,4503,0,0,0,2,5,0,0,Bot,2
447804,11143007,9,582333,64703.6667,2704.6191,0.6931,28,0,5601,4086.8889,2674.444444,0,0,0,6,4,0,0,Bot,2
447805,11143012,9,614490,68276.6667,3123.4234,0.6829,28,0,5646.3333,4316.5556,4511.222222,0,0,0,1,6,0,0,Bot,2
447807,11143017,10,624101,62410.1,2981.3546,0.6829,28,0,4951,3774.2,3948.6,0,0,0,1,6,0,0,Bot,2
447820,11152253,10,703772,70377.2,850.6668,0.687,24,4065,645.3,3096.7,18.1,0,0,0,2,3,0,0,Bot,2
447826,11065428,2,12379,6189.5,8.3293,0,9,0,317.5,182.5,170.5,0,0,0,0,0,0,0,Bot,2
447827,11065428,10,646092,71788,1156.4091,0,44,0,1937.1111,1365.6667,823.1111111,0.1111,0,0,6,1,0,0,Bot,2
447831,11065434,2,12334,6167,8.0979,0,9,0,319.5,186,105,0,0,0,0,0,0,0,Bot,2
447832,11065434,10,640746,71194,899.6473,0.2712,42,0,3162.7778,2631,659.5555556,0.1111,0,0,6,1,0,2,Bot,2
447834,11065438,10,665234,73914.8889,101.553,0,9,0,10559.7778,7364.4444,7683.888889,0,0,0,11,1,0,0,Bot,2
447836,11065438,1,15923,15923,3.1523,0,10,0,574,302,162,0,0,0,0,0,0,0,Bot,2
447838,11065447,1,12599,12599,4.2137,0,9,0,591,316,209,0,0,0,0,0,0,0,Bot,2
447839,11065447,10,668104,74233.7778,76.4785,0,9,0,9747.5556,6900.6667,393.2222222,0,0,0,8,1,0,0,Bot,2
447914,10759614,18,98911,5495.0556,12349.8403,0,25,10,358.0556,464.7222,6.444444444,0,0,0,0,2,0,0,Bot,2
447915,11157624,11,717235,79692.7778,909.514,0.6779,34,0,1979.5556,2478.3333,1222.666667,1254.4444,0,0,7,5,0,1,Bot,2
447916,11157614,11,700352,87544,1404.7061,0.9357,34,0,3436.5,3883.5,2211.875,2605.5,1,0,8,4,3,1,Bot,2
447917,11157618,11,678441,67844.1,1340.1408,0.7877,40,0,2272.7,2700.2,1074.3,1054.3,0,0,6,5,0,1,Bot,2
447918,11157626,11,681785,68178.5,718.5591,0.8334,34,0,1738.7,2136.8,961.6,1103,0,0,6,4,0,1,Bot,2
447920,11157625,11,738838,73883.8,1449.0428,0.8366,34,0,1851.5,2351.2,1034.2,1129,0,0,9,4,0,1,Bot,2
447976,7104415,24,215648,8985.3333,478.7378,1.14,28,113,175.4583,108.5833,88.125,9.875,49,6,5,5,6529.7429,1,Bot,2
448016,11094545,10,726363,72636.3,395.3751,0,22,7375,575.6,4964.6,6.2,0,0,0,3,2,0,0,Bot,2
448018,11094546,9,725803,80644.7778,472.9524,0.1985,23,6720,744.1111,5012.7778,8.111111111,0,0,0,4,3,0,0,Bot,2
448022,11158301,11,642973,71441.4444,781.7273,0,39,0,2383.3333,2419.3333,189.1111111,0.2222,0,0,9,1,0,0,Bot,2
448023,11158315,11,642592,71399.1111,1138.2112,0,39,0,2475.1111,2452.4444,196.1111111,0.1111,0,0,6,1,0,0,Bot,2
448025,11158325,11,639072,63907.2,905.141,0,39,0,2285,2355.6,128.9,0.1,0,0,8,1,0,0,Bot,2
448027,11158330,11,696346,69634.6,1453.3944,0.0805,39,0,2094.4,1792.4,178.3,0.2,0,0,9,3,0,0,Bot,2
448032,11158338,11,642673,71408.1111,820.3391,0.3488,39,0,2253.3333,1881.6667,192.4444444,0.1111,0,0,7,2,0,0,Bot,2
448033,11157913,11,639476,71052.8889,1049.9705,0,39,0,2451.7778,2249.2222,142.4444444,0.3333,0,0,7,1,0,0,Bot,2
448162,11159592,10,676837,61530.6364,2060.2496,0,30,8171,1237.0909,5447.2727,11.72727273,0,0,0,2,0,0,0,Bot,2
448209,11154925,8,737515,81946.1111,6850.1399,0.3046,36,4535,3128.7778,3118.7778,11.55555556,0,0,0,6,4,0,0,Bot,2
448211,11128850,10,670281,67028.1,581.0703,0,40,0,2250.1,1866.1,83.4,1.1,0,0,5,1,0,0,Bot,2
448243,11156051,8,722990,80332.2222,2942.9323,0.5623,22,6727,669.8889,5468.2222,11.33333333,0,0,0,4,5,0,0,Bot,2
448247,11154966,8,731438,81270.8889,3365.2065,0,37,5162,3975.5556,3955.7778,8.333333333,0,0,0,3,2,0,0,Bot,2
448306,11069261,5,14019,2803.8,116.3917,0,10,0,98.6,62,49.2,0,0,0,2,0,0,0,Bot,2
448307,11069261,10,630720,78840,1394.4709,0.4246,40,0,5009.375,4050.25,2086.75,1.625,0,0,7,2,0,1,Bot,2
448327,11132186,9,589899,65544.3333,868.4681,0,39,0,2131.6667,1765.6667,133.4444444,1.5556,0,0,4,1,0,0,Bot,2
448331,11137329,10,659761,65976.1,1645.464,0.1541,40,4118,2284.6,2843,61,1.7,0,0,4,2,0,1,Bot,2
448333,11137347,9,663985,73776.1111,1684.1173,0.7605,41,3206,2582.2222,2978.1111,85.77777778,1.2222,0,0,5,5,0,1,Bot,2
448335,11125029,10,686278,68627.8,177.2231,0.0538,36,4217,3102.7,3091.3,10.7,0,0,0,1,4,0,0,Bot,2
448336,11137352,10,647536,64753.6,1453.6691,0.7835,40,3606,2156.3,3175.4,79.7,1.8,0,0,4,4,0,1,Bot,2
448337,11137103,9,638305,70922.7778,303.0614,0,36,3937,3013.7778,3007.6667,17.11111111,0,0,0,1,5,0,0,Bot,2
448338,11137359,10,644814,64481.4,2894.6805,0.6365,28,4611,978.6,2329.8,10.1,0,0,0,5,3,0,1,Bot,2
448339,11137373,10,652717,65271.7,2487.0513,1.0986,28,3122,979.7,2250.1,8.4,0,0,0,4,3,0,1,Bot,2
448341,11069258,3,13488,4496,23.5162,0,9,0,171.3333,93,71.33333333,0,0,0,1,0,0,0,Bot,2
448342,11069258,10,661729,66172.9,76.5923,0,9,0,9609.1,6285.6,223.6,0,0,0,11,1,0,0,Bot,2
448343,11069255,4,17137,4284.25,42.0367,0,10,0,132.75,74.5,27.5,0,0,0,2,0,0,0,Bot,2
448344,11069255,10,637312,70812.4444,77.7095,0,9,0,10233.5556,6290.1111,6248.666667,0,0,0,10,1,0,0,Bot,2
448345,11069250,1,18979,18979,2.4272,0,10,0,561,299,157,0,0,0,0,0,0,0,Bot,2
448346,11069250,10,655373,72819.2222,76.5159,0,9,0,10846.8889,6499.7778,6020.777778,0,0,0,10,1,0,0,Bot,2
448347,11069259,3,13376,4458.6667,65.0398,0,9,0,174.6667,103.3333,63.33333333,0,0,0,1,0,0,0,Bot,2
448349,11069259,10,630530,70058.8889,77.4347,0,9,0,10631.6667,6454.2222,6044.111111,0,0,0,10,1,0,0,Bot,2
448352,11069303,10,634157,79269.625,67.4407,0,9,0,11192.75,7225.5,356.125,0,0,0,12,1,0,0,Bot,2
448354,11146320,9,639622,63962.2,2603.5076,0.6914,40,0,2850.9,2015.3,2113.3,0.1,0,0,4,4,0,0,Bot,2
448355,11069307,10,620211,68912.3333,73.9316,0,9,0,10004.2222,6223.1111,3450.777778,0,0,0,11,1,0,0,Bot,2
448357,11069312,10,614092,68232.4444,65.4866,0,9,0,10018.1111,6001.3333,5085.444444,0,0,0,9,1,0,0,Bot,2
448358,11146331,9,619716,61971.6,1856.1203,0.6365,40,0,2634.2,2137.9,1429.9,0.1,1,0,4,4,37,0,Bot,2
448361,11070397,9,573594,71699.25,1609.1162,0.3365,43,0,2172.125,1629.5,661.125,0.125,0,0,3,1,0,2,Bot,2
448363,6287482,10,687217,68721.7,1119.1929,0,47,0,2706.2,1876.7,1855.8,0.3,0,0,2,2,0,0,Bot,2
448369,9966110,10,688725,68872.5,1184.2442,0,46,0,2530.4,1734.2,1715.1,0.5,0,0,2,2,0,0,Bot,2
448370,11119387,32,20615,665,3607.1991,0.5004,10,0,5.8065,8.9355,5.193548387,0,1,0,1,5,519,0,Bot,2
448371,10478306,10,688849,68884.9,1639.7602,0,45,0,2522,2274.4,236.5,0.2,0,0,2,2,0,0,Bot,2
448372,7932021,10,646035,80754.375,62.0825,0,9,0,15080.75,10320.5,10453.375,0,0,0,5,2,0,0,Bot,2
448377,11119387,27,19057,705.8148,14838.1887,0,10,0,6.4815,5.0741,4.222222222,0,0,0,3,8,0,0,Bot,2
448378,7146289,10,648449,81056.125,59.6394,0,9,0,13949.5,9384,9806,0,0,0,5,2,0,0,Bot,2
448382,11161575,10,674434,67443.4,1664.5167,0.5799,43,4369,3476,3561.9,176.6,0.7,0,0,2,5,0,0,Bot,2
448384,11161585,10,670851,67085.1,1319.8005,0.2095,45,4331,2361.5,3397,189.5,0.2,0,0,2,5,0,0,Bot,2
448387,10895788,9,670638,74515.3333,258.619,0,23,2824,645.5556,1880.4444,30.44444444,0,0,0,3,2,0,0,Bot,2
448390,10895799,8,683613,68361.3,99.0092,0,21,2877,476.4,1713.9,4.4,0,0,0,4,1,0,0,Bot,2
448393,11157257,10,638174,63817.4,848.3184,0,36,3342,2637.9,2673.5,2.4,0,0,0,0,4,0,0,Bot,2
448395,11157259,10,633032,63303.2,781.4259,0,21,3204,510.3,1699.3,0.8,0,0,0,0,3,0,0,Bot,2
448397,11160086,10,640239,80029.875,2256.3701,0.4432,30,0,4384.125,2225.125,3497.375,0.125,0,0,5,6,0,0,Bot,2
448398,10638209,10,688369,68836.9,334.7204,0.1914,39,0,2563.5,2014,76.3,0.4,1,0,6,2,3,0,Bot,2
448400,11160091,10,644559,80569.875,1164.7808,0.7865,30,0,4273.125,1965.625,3616.75,0.125,0,0,2,6,0,2,Bot,2
448401,10383588,10,684866,68486.6,342.648,0,38,0,2597.3,2122.1,66.2,1.5,0,0,8,2,0,0,Bot,2
448403,11160125,10,643766,80470.75,2148.6582,0.462,44,0,3947.125,3249.5,408.625,0.125,0,0,4,6,0,0,Bot,2
448404,9761748,10,685821,68582.1,1082.475,0,46,0,2548.7,2418.5,261.4,0.1,0,0,2,2,0,0,Bot,2
448405,10569913,10,676517,67651.7,325.8385,0,39,0,2686.5,2013.3,22,0.5,0,0,6,2,0,0,Bot,2
448406,7970365,10,671531,67153.1,385.7602,0,42,0,2594.8,1971.4,78.8,0.5,1,0,5,2,3,0,Bot,2
448407,10703273,10,689316,68931.6,154.9052,0,22,2596,510.7,1896,18.3,0,0,0,2,3,0,0,Bot,2
448408,11162192,3,149817,49939,549.9263,0,34,0,2160.6667,1913.6667,267.3333333,0.3333,0,0,4,1,0,0,Bot,2
448409,10895021,9,564494,56449.4,303.9683,0,38,0,2310.3,2243.5,74.8,0.1,0,0,5,2,0,0,Bot,2
448410,11162282,10,656385,72931.6667,134.3252,0,9,0,9531.3333,6160.7778,9485.111111,0,0,0,2,2,0,0,Bot,2
448411,11161905,9,562214,62468.2222,1320.749,0,43,0,1756.3333,1402.4444,511.6666667,0.1111,0,0,4,1,0,0,Bot,2
448412,10895024,9,562084,62453.7778,443.6202,0,40,0,2020.1111,1923.3333,70.77777778,0.1111,0,0,5,2,0,0,Bot,2
448413,10237193,10,678088,67808.8,239.1231,0,44,0,2137.9,1700.1,552.1,0.8,1,0,8,2,3,0,Bot,2
448414,11161916,10,630703,63070.3,785.266,0,40,0,2155.4,1871.8,67.3,0.1,0,0,4,1,0,0,Bot,2
448415,10895026,9,558454,62050.4444,353.0754,0,40,0,2163,1885.6667,129.1111111,0.1111,0,0,5,2,0,0,Bot,2
448416,11162319,10,651027,72336.3333,146.0659,0,9,0,9328.5556,6005.8889,9301,0,0,0,3,2,0,0,Bot,2
448419,10895030,9,555465,61718.3333,766.8718,0,39,0,2295.3333,1543.5556,1710.666667,0.1111,0,0,5,2,0,0,Bot,2
448420,10917313,9,628103,69789.2222,656.7494,0,42,0,2272.8889,1883.3333,581.8888889,0.3333,0,0,5,2,0,0,Bot,2
448421,2939634,10,666675,66667.5,303.9583,0.2449,44,0,2423.9,1947.3,510.7,0.4,1,0,10,2,3,0,Bot,2
448423,11162336,10,638196,70910.6667,155.8046,0,9,0,9962.1111,6150.7778,9429.333333,0,0,0,3,2,0,0,Bot,2
448424,10895033,9,552852,55285.2,358.2465,0,40,0,2009.9,1730.9,214.6,0.1,0,0,5,2,0,0,Bot,2
448426,10917324,9,622840,69204.4444,548.1896,0,41,0,1911.3333,1464.5556,881.6666667,0.5556,0,0,5,2,0,0,Bot,2
448427,10281178,10,678486,67848.6,285.8198,0,44,0,2416.8,2043.9,593.4,0.9,0,0,7,2,0,0,Bot,2
448428,9520885,21,330324,15729.7143,630.2892,0.4571,35,12,190.9048,98.0476,52.19047619,7.4286,44,10,4,3,3159.2162,0,Bot,2
448429,11161990,10,659467,73274.1111,5067.166,0,23,9353,618.4444,6502.2222,4.555555556,0,0,0,5,1,0,0,Bot,2
448430,10917332,9,617402,68600.2222,650.3287,0,43,0,2050.2222,1984.8889,42.22222222,0.3333,0,0,8,2,0,0,Bot,2
448431,9768091,10,574718,71839.75,7426.1692,0.1541,20,10521,565.25,9414.75,5.875,0,0,0,3,1,0,0,Bot,0
448433,8400949,10,688197,68819.7,95.1292,0,42,0,3274.1,1974.8,425.1,0.5,0,0,9,2,0,0,Bot,2
448435,10885069,9,450837,50093,378.0088,0,36,0,889,827.4444,23,0.4444,0,0,0,2,0,0,Bot,2
448436,11162653,10,549398,54939.8,3700.7116,0,23,9705,601.6,5621.6,6.8,0,0,0,0,2,0,0,Bot,2
448438,9350531,10,667863,74207,226.2244,0,43,0,3482.6667,2616.3333,136.4444444,0.3333,0,0,14,2,0,0,Bot,2
448439,11163113,10,627156,69684,11935.7382,0,38,8376,4775.7778,6736.4444,26.88888889,0,0,0,5,1,0,0,Bot,2
448440,11162359,10,611697,67966.3333,186.4954,0,9,0,10173,6294.1111,9811.444444,0,0,0,2,2,0,0,Bot,2
448441,11163137,10,623306,62330.6,5497.1982,0,33,5673,1689.2,4012.8,6.5,0,0,0,3,1,0,0,Bot,2
448442,10718064,10,690602,76733.5556,240.2586,0,44,0,2772.1111,2349.2222,512.6666667,1.1111,0,0,16,2,0,0,Bot,2
448443,11110197,9,599146,66571.7778,407.0238,0.6918,40,0,2324.8889,2298,64.66666667,0.1111,0,0,3,5,0,0,Bot,2
448445,10744561,10,688284,76476,276.031,0,44,0,2454.6667,1901,691.5555556,0.3333,0,0,12,2,0,0,Bot,2
448446,11033049,10,604788,60478.8,3798.0894,0.9245,43,0,3902,3554.3,191.5,0.8,2,0,6,4,24579.7917,0,Bot,2
448447,11162896,9,627887,69765.2222,382.1157,0.689,38,0,2867,2725,23.88888889,0.1111,0,0,3,5,0,0,Bot,2
448448,8989993,10,680736,68073.6,334.9179,0,44,0,2220.3,1835.5,561.5,0.3,0,0,8,2,0,0,Bot,2
448449,7745489,9,612300,87471.4286,62.1602,0,9,0,14482.7143,9907.5714,11822,0,0,0,4,2,0,0,Bot,2
448451,11163210,9,607341,75917.625,457.1098,0.6918,41,0,3170.875,2094.25,180.375,0.125,0,0,4,4,0,0,Bot,2
448452,11033055,10,635107,63510.7,801.8219,0.9165,43,0,3915,58.1,188.5,0.5,2,0,4,4,25429.087,0,Bot,2
448454,9479565,9,610727,87246.7143,47.2544,0,9,0,16769,12351,9187.285714,0,0,0,5,2,0,0,Bot,2
448455,11033060,10,615010,68334.4444,3211.2847,0.9191,44,0,4620.3333,3823.8889,37.22222222,2.2222,2,0,6,4,24518.375,0,Bot,2
448456,11163227,9,632343,70260.3333,526.1518,0.6897,39,0,2539.6667,2083.3333,299.1111111,0.1111,1,0,5,3,12,0,Bot,2
448457,11033076,10,612584,61258.4,1119.672,0.8587,44,0,4151.4,61.5,27.1,1.7,2,0,4,4,24518.375,0,Bot,2
448460,11157269,9,614706,68300.6667,1738.6794,0.8293,40,4061,1538.5556,2688,114.7777778,0.4444,2,2,4,2,19241.0625,0,Bot,2
448461,11139996,10,623654,69294.8889,2567.1153,0,19,7806,440.5556,5675.8889,45.77777778,0,0,0,4,1,0,0,Bot,2
448462,11163246,10,592229,74028.625,1357.1625,0.2712,40,0,3116.875,2195.5,2042,0.125,0,0,5,3,0,0,Bot,2
448464,11157275,9,680726,68072.6,860.2253,0.9174,40,3211,1422,2400.9,83.5,0.5,2,4,4,2,19241.0625,0,Bot,2
448465,11043664,10,663833,66383.3,355.2967,0,42,0,3167,2756.3,100.4,0.1,1,0,8,2,6474,0,Bot,2
448468,11043680,10,637062,63706.2,302.0844,0.2641,42,0,2969.2,2367.1,105.5,0.1,1,0,7,2,6474,0,Bot,2
448471,11043679,10,693793,69379.3,188.2608,0,42,0,2966.3,2015.6,95.9,0.1,1,0,8,2,6156.5,0,Bot,2
448473,6930740,9,614251,76781.375,1375.786,0,40,0,3401.75,2564.125,1536.375,1.625,1,0,12,2,512,0,Bot,2
448475,11043678,10,632806,63280.6,343.426,0.2954,42,0,3344.8,1959.5,122.9,0.1,1,0,7,2,6156.5,0,Bot,2
448476,11163120,10,635780,63578,812.3481,0.2573,38,0,1959.7,1569.4,583.5,0.1,0,0,6,1,0,0,Bot,2
448480,6889991,4,124358,41452.6667,278.2372,0,29,0,1804.6667,1379.3333,344,0.3333,0,0,10,0,0,0,Bot,2
448482,8611076,9,578222,72277.75,329.1759,0.1732,40,0,3406.125,2369.75,1857,2.125,1,0,6,2,17820,0,Bot,2
448486,8516288,9,610984,87283.4286,342.5616,0.1679,40,0,3877.1429,2564.4286,2888,3.8571,2,0,9,1,282.5,0,Bot,2
448488,10448392,9,568887,81269.5714,300.8311,0,40,0,3656.4286,2468.7143,1893.285714,1.4286,1,0,6,2,17820,0,Bot,2
448490,8812794,9,609863,76232.875,615.5253,0,40,0,3379.875,1963.875,2569.125,1.75,0,0,11,2,0,0,Bot,2
448491,11135414,10,636286,70698.4444,100.8895,0,9,0,10577.8889,7347.2222,7270.888889,0,0,0,9,1,0,0,Bot,2
448493,11109137,9,644964,71662.6667,2078.0597,0,37,6452,1289.6667,5326,78.44444444,0,0,0,3,2,0,0,Bot,2
448494,11003991,8,86788,10848.5,494.3743,0.4258,26,0,563.625,749.375,7.125,0,9,2,1,4,4702.7143,1,Bot,2
448500,11158498,10,666202,66620.2,2589.2103,0.5098,44,0,2496.4,2119,298.7,0.4,0,0,8,3,0,0,Bot,2
448501,11161911,10,687509,76389.8889,19229.2002,0.6931,33,6366,1901.8889,5413.7778,9.888888889,0,0,0,1,1,0,2,Bot,2
448504,11161227,10,650099,65009.9,1353.0142,0.6365,45,0,2366.4,1908.6,253,0.2,0,0,6,3,0,0,Bot,2
448506,11161229,10,642483,64248.3,974.117,0.6853,45,0,2420.1,1974.4,401.6,0.1,0,0,4,3,0,0,Bot,2
448507,11161230,10,657481,65748.1,1381.4508,0.6474,44,0,2348,1849.5,508.1,0.2,0,0,5,3,0,0,Bot,2
448509,11159166,10,671437,74604.1111,1602.9918,0.7619,31,0,4120.7778,2868.6667,3273,0,3,0,8,2,19814.5,1,Bot,2
448511,11162400,9,685365,76151.6667,550.4417,0.4311,45,0,2844.1111,2487.7778,136,0,1,0,7,0,412,1,Bot,2
448512,11162339,9,615700,76962.5,987.5585,0.6096,45,0,3504.5,2557.375,1665.25,0,4,2,8,0,167.6667,1,Bot,2
448515,11161736,10,676321,67632.1,1167.6809,0,44,0,2587.7,2446.8,11.5,0.3,0,0,11,0,0,0,Bot,2
