Actor,A_Acc,Social_diversity,Type
436505,6781371,0.8482,Human
436507,11050434,1.1059,Human
436508,10885596,0,Human
436511,10415313,0,Bot
436512,10523490,0.8613,Human
436513,5937347,0,Human
436514,10885262,0,Human
436515,10859596,0.8837,Human
436516,10724783,0.6392,Human
436521,8958836,1.5048,Human
436523,7749101,1.3639,Human
436531,8866491,0.3735,Bot
436532,10991293,0,Human
436535,9240689,1.0362,Human
436537,7381694,0.6118,Human
436538,10611610,0,Human
436539,10683457,0.8567,Human
436542,7148287,1.073,Human
436544,6130966,0.6365,Human
436545,7917187,0,Human
436546,9175685,0.6931,Human
436547,6160971,0.673,Human
436550,9195276,0.7589,Human
436553,11069542,0.9152,Human
436556,7049976,0.5182,Human
436560,8994901,0,Human
436562,10975726,0,Human
436564,11069691,1.2886,Human
436565,11060409,1.0579,Human
436568,11069668,1.0114,Human
436573,7873811,1.3769,Human
436576,11068477,0,Bot
436577,11068476,0,Bot
436579,11069186,0.6931,Human
436580,11069737,0,Bot
436582,7093326,0.639,Human
436583,11068483,0,Bot
436585,10969885,0.6931,Human
436588,8509392,1.213,Human
436595,10369141,0.8616,Human
436596,8763525,0,Human
436597,6653713,0.8425,Human
436598,8645808,1.2149,Human
436599,11038685,1.2905,Human
436603,11070096,1.0114,Human
436604,11070092,0.7771,Human
436606,8296637,0.5667,Human
436609,11065700,0.5671,Bot
436616,11047800,0.6829,Human
436617,11070111,0.8607,Human
436620,6375294,0.9279,Human
436622,9189504,1.0986,Human
436625,7011627,1.2576,Human
436626,11070305,0.7963,Human
436628,11050126,0,Bot
436630,11050128,0,Bot
436631,11062996,0,Bot
436633,10761510,0.4471,Bot
436634,10761507,0.693,Bot
436637,11059266,0.258,Bot
436638,11059171,0.6357,Bot
436639,7144940,0,Human
436640,7256902,0.2911,Human
436641,10217572,1.0609,Human
436642,10506245,0.5004,Human
436644,7155961,0.5883,Human
436645,10320804,0,Human
436646,7462318,0.3795,Human
436647,10909891,0,Bot
436648,11023436,0.8532,Human
436651,11066545,0.3718,Human
436658,11010031,1.0397,Human
436659,11038685,1.2048,Human
436662,4628157,1.0986,Human
436664,3870300,1.0986,Human
436667,10231007,0.812,Human
436669,11065613,0.3557,Human
436670,10740729,1.3507,Human
436671,11065792,0,Bot
436672,11066266,0.4227,Bot
436673,11069001,0.3565,Bot
436674,7718662,0.6365,Bot
436676,11069016,0.3646,Bot
436677,4021454,0.563,Human
436679,6977288,1.4599,Human
436680,2067049,0,Human
436681,9740038,1.34,Human
436685,11037327,0.9369,Human
436687,9768328,0,Human
436688,11067046,0,Human
436694,8367037,0.9249,Human
436695,11071038,1.0618,Human
436696,10762283,0,Human
436698,7728357,0.6365,Human
436699,8455360,1.1159,Human
436700,8944612,0.2868,Human
436706,8955503,0.6931,Human
436708,10051396,0.7356,Human
436711,11071219,0.9016,Human
436712,10930425,0,Human
436713,8254767,1.0397,Human
436716,11071196,0,Human
436718,9337010,0.7569,Human
436721,11052117,0,Human
436722,6653713,0.6365,Human
436723,11071211,1.0336,Bot
436727,11071248,0.9801,Human
436729,10575804,0.7595,Human
436732,11071368,0.9054,Human
436733,6970651,1.2215,Human
436736,11071377,0.7288,Human
436737,6894913,1.0397,Human
436738,10391415,0.8018,Human
436739,6637346,0.995,Human
436740,11068541,0.8642,Bot
436742,7725412,0,Human
436743,11060798,0.8676,Human
436744,11071434,0,Human
436747,10968951,0.1541,Human
436748,11071192,0,Human
436749,10968951,0.0965,Human
436751,10975239,0.6365,Bot
436752,6241828,0.5766,Human
436755,6704745,1.5006,Human
436756,10855622,1.3429,Human
436757,7991972,0,Human
436758,10650895,0.8676,Human
436765,10703432,0,Bot
436768,11071735,0.753,Human
436769,8280851,0.5623,Human
436771,11068567,1.277,Human
436775,8729466,0,Human
436776,11002266,0,Human
436777,9942542,0.9795,Human
436778,11002266,0,Human
436779,4200796,1.1685,Human
436780,11050434,1.2094,Human
436781,10465662,0.7595,Human
436782,11071825,1.121,Human
436784,10568092,1.079,Human
436785,7884860,0.5004,Human
436786,9480657,1.0027,Human
436787,9713074,1.2721,Human
436791,10618624,0.7242,Human
436792,7317967,0,Human
436793,9029598,1.277,Human
436795,11061268,0.5297,Human
436798,11064419,0,Human
436799,11031884,0.2205,Bot
436801,11031885,0.4156,Bot
436803,11031892,0.3467,Bot
436805,6751759,1.0986,Human
436808,7116325,0.673,Human
436810,7447581,0.4101,Human
436812,11031902,0.4025,Bot
436813,10880488,0,Bot
436814,11031907,0.3909,Bot
436816,7504172,0.7121,Human
436817,6462328,1.3123,Human
436818,7795568,0.661,Human
436819,10591550,0.9773,Human
436820,9455209,0.8877,Human
436823,8919597,1.2628,Human
436824,7161983,1.265,Human
436825,11059577,0.5983,Human
436827,6286730,0.2062,Human
436829,7476979,1.1683,Human
436830,8244341,0.6931,Human
436832,8521703,0.4506,Human
436836,6591328,0.6329,Human
436837,10692376,1.0747,Human
436839,10489590,1.1685,Human
436840,10758610,0.6768,Human
436841,6955749,0.8451,Human
436844,10997223,0,Bot
436847,10881732,0.8957,Human
436848,11070205,0.2712,Bot
436849,9234042,1.0297,Human
436850,11063035,0.7563,Human
436853,10981082,0,Bot
436854,11049900,0.4227,Bot
436855,11049910,0.8402,Bot
436856,11049896,0.6806,Bot
436860,11070280,0,Bot
436861,11070756,0,Human
436862,6827605,0.8398,Human
436863,6462315,0.6904,Human
436864,11070777,0,Human
436865,11031855,0.9891,Human
436868,6223862,1.4218,Human
436869,11049916,0.6792,Bot
436875,11072225,0,Human
436876,11061268,0,Human
436884,10052391,1.0684,Human
436890,11072471,0.6931,Human
436891,10995108,0.6365,Human
436892,6396155,1.0152,Human
436897,10195624,1.4303,Human
436901,11072535,1.0728,Human
436906,8406330,0.84,Human
436908,11071053,0,Human
436911,6262122,0.5783,Human
436914,2067049,0.9276,Human
436915,10690870,0,Human
436918,11071070,0.1679,Human
436919,10690870,0,Human
436921,8405888,1.0397,Human
436922,9104516,0.673,Bot
436923,11070368,0.6211,Bot
436924,8994901,0.9097,Human
436926,10690870,0,Human
436929,10783155,0.7601,Human
436930,10690870,0,Human
436934,7995950,0.6487,Human
436935,7407955,0.8853,Human
436937,10967839,0.8144,Human
436939,11072369,1.0615,Human
436940,8905747,0.7595,Human
436941,11065777,0.3129,Bot
436948,10941547,0.8487,Human
436952,11070796,0.6902,Bot
436955,8223864,0.935,Human
436960,10532639,1.3863,Human
436961,10941547,0.6568,Human
436964,9789711,1.1578,Human
436965,10088237,0.6931,Human
436968,9007423,0.6365,Human
436969,6883597,1.254,Human
436971,9961790,1.063,Human
436973,10955793,0.4007,Bot
436980,7831112,1.0671,Human
436981,11072225,0.5673,Human
436982,6799625,0,Human
436985,11072787,1.1513,Human
436986,10430292,0,Human
436991,11072841,0,Human
436992,6989635,0.1679,Human
436994,10734096,0,Human
436995,7460144,0.6871,Human
436996,11051981,0.6931,Bot
436998,7837368,0,Human
437003,6582619,1.2883,Human
437010,8963909,0.6047,Human
437012,11072710,0.8054,Human
437013,6801860,0,Human
437016,9634810,0.4563,Human
437021,9278015,0.9352,Human
437022,11072235,0,Human
437023,11072898,0,Human
437024,7713012,0.7273,Human
437025,11072710,1.079,Human
437026,10977004,0,Bot
437030,8410912,0,Human
437032,11071098,0,Human
437033,10795578,0.7342,Human
437034,8023191,1.143,Human
437035,10922592,0,Human
437041,11073153,0.1617,Bot
437042,9791023,1.3322,Human
437045,10651404,1.1162,Human
437048,10863494,0.5004,Human
437049,11062648,0.4506,Bot
437051,11062649,1.0397,Bot
437056,11073144,0.0669,Bot
437057,8156020,1.289,Human
437058,10975094,0.7492,Human
437064,11024204,0,Human
437065,6622344,0,Human
437067,11071227,0,Bot
437068,8042492,0.6931,Human
437070,6129025,0.2641,Human
437074,7057069,1.1336,Human
437075,11024404,1.215,Human
437076,11073729,0.5623,Human
437078,10069454,0,Human
437084,11073839,0,Bot
437085,7460991,0.969,Human
437087,11012655,0.6931,Human
437088,9434674,1.0114,Human
437093,7454442,1.2598,Human
437094,10518088,0.6019,Human
437097,11074047,0.6365,Human
437101,6289972,0.5686,Bot
437104,8397280,0,Human
437108,8002768,0.6365,Human
437111,11073987,0.1599,Bot
437115,11074197,1.1066,Human
437117,10371670,0.6365,Human
437118,9432157,0.5446,Human
437119,11074199,0.6109,Human
437120,11071607,0,Human
437121,8738413,0.9743,Human
437123,8964745,1.2003,Human
437124,6994748,1.1906,Human
437129,11074282,0.8914,Human
437131,9278015,1.1819,Human
437132,9465970,1.6184,Human
437133,10697048,0.8018,Bot
437137,11074359,0.8985,Human
437138,11074376,0.2286,Human
437139,11074309,0.6931,Human
437140,7727915,0,Human
437141,11071847,1.1233,Human
437142,11074001,1.1633,Human
437143,3703998,0.3427,Human
437146,6189622,0.6538,Human
437150,8834420,1.1751,Human
437157,9182332,0.8321,Human
437162,9315211,1.0831,Human
437163,9911174,0.5004,Human
437167,9131939,0.6208,Human
437168,11074566,1.1379,Human
437171,9623298,0.8532,Human
437175,11066896,0,Human
437176,10813202,0,Human
437177,6184848,0,Human
437180,6814955,0.5297,Human
437183,10486993,0,Human
437185,11017917,0.9433,Human
437186,11069675,1.0874,Human
437190,7166835,1.0093,Human
437192,8043486,0.4506,Human
437195,8299904,0,Human
437197,7664452,0.8853,Human
437203,10688987,0.6365,Bot
437204,10789783,0.7452,Human
437208,8644537,0.6931,Human
437210,8451097,0,Human
437212,9930728,0.5244,Human
437214,9343136,0,Human
437218,11042970,0,Human
437219,10553702,0.9986,Human
437222,9106800,1.0408,Human
437223,10654639,1.2637,Human
437224,9708975,0,Human
437227,9665895,0.6931,Human
437231,10148632,0,Human
437233,6145071,0,Human
437234,6454588,1.0703,Human
437238,10836610,0.6237,Human
437239,11075073,1.0397,Human
437242,10605100,1.463,Human
437243,9656822,1.0007,Human
437244,11075085,0.7171,Human
437247,9678636,0.7091,Human
437248,7061592,1.0822,Human
437254,10578021,0.6365,Human
437256,7278013,0.4506,Human
437267,8299904,0.5623,Human
437271,11074256,0,Human
437273,6792352,0.9743,Human
437275,7989652,1.0336,Human
437276,6183493,1.4834,Human
437280,11075183,1.026,Human
437282,8332749,1.3083,Human
437285,11075416,0.7166,Human
437286,10618533,0.5004,Human
437287,8493416,0.7659,Human
437290,10774923,1.1888,Human
437297,10477762,0,Human
437299,9075051,0.9503,Human
437301,10917349,1.0079,Human
437302,10881969,0.6365,Human
437303,11055104,0.6365,Human
437307,10048936,0,Human
437309,10948187,0,Human
437311,10918537,0.9736,Bot
437312,9278061,1.1396,Human
437315,10039372,0,Human
437318,10765657,1.2889,Human
437323,10691379,0.9348,Human
437327,9926355,0.9725,Human
437329,8537705,0.599,Human
437332,8226345,0.6931,Human
437333,7811715,0,Human
437335,10225562,1.0535,Human
437337,5521687,0,Human
437338,6483576,0,Human
437340,6326758,1.1169,Human
437346,11076074,0.6931,Human
437351,6787420,1.0027,Human
437355,7472910,0.4108,Human
437359,8639591,0.9348,Human
437361,9520633,0.6365,Human
437364,10692377,1.1076,Human
437365,9187676,0,Human
437368,10024384,1.3297,Human
437370,8104618,0.7963,Human
437374,9376367,0,Human
437376,6272558,0.9112,Human
437377,10455506,0.9567,Human
437381,8034494,0,Human
437385,11076286,0.6931,Human
437386,10317391,0.9503,Human
437388,6688895,1.3403,Human
437390,9029708,0.8605,Human
437392,7363082,0.86,Human
437393,7659088,1.2678,Human
437395,7664452,0.7429,Human
437397,10570761,0.6829,Human
437398,9582014,0.9851,Human
437399,8807504,0.8884,Human
437400,6103971,1.0297,Human
437401,6773067,0.9645,Human
437402,8586592,1.0264,Human
437403,7360906,0.6564,Human
437404,8565567,1.3625,Human
437405,4534474,0.9503,Human
437406,2669245,0.8661,Human
437407,10170382,1.0311,Human
437408,6221374,1.1779,Bot
437409,7023910,1.0609,Human
437410,7850191,1.0749,Human
437411,10867900,0.2479,Human
437412,7811347,1.2209,Human
437413,7822730,0.9589,Human
437414,10867929,0.7393,Human
437415,7619641,1.1003,Human
437416,10867902,0.708,Human
437417,10867907,0.7219,Human
437418,10867914,0.6751,Human
437419,10867928,0.7021,Human
437420,6111682,0.6931,Human
437421,8071813,1.1001,Human
437422,6201145,1.074,Human
437423,8611512,0.4785,Human
437424,10665509,1.0714,Human
437425,6169527,1.3773,Human
437426,7745019,1.0985,Human
437427,7539378,1.0106,Human
437428,8046922,0.9699,Human
437429,8410912,0.4628,Human
437430,9213113,1.0732,Human
437431,6838454,0.7762,Human
437432,7516834,0.8806,Human
437433,8797775,0.9313,Human
437434,7023856,0.83,Human
437435,6802184,0.6913,Human
437436,3379645,0.9066,Human
437437,8920442,0.9482,Human
437438,7850959,0.8167,Human
437439,9598187,0.9164,Human
437440,4127280,0.4375,Human
437441,5685437,0.668,Human
437442,7364059,0.901,Human
437443,7137908,0.9344,Human
437445,9925451,1.0313,Human
437446,6210303,1.0395,Human
437447,7659088,0.9183,Human
437448,7216943,0.9695,Human
437449,7009847,0,Human
437450,7643364,0.8777,Human
437451,6180840,0.7705,Human
437452,8469302,1.1,Human
437453,7241613,0.586,Human
437454,10777019,0.673,Human
437455,6765346,1.0496,Human
437456,6753186,1.0958,Human
437457,8408590,1.015,Human
437458,9325135,0.9014,Human
437459,6364264,0.6154,Human
437460,7878185,1.3405,Human
437462,7884860,1.4019,Human
437463,9476465,0.8461,Human
437464,6799625,0.419,Human
437465,6558638,1.0449,Human
437466,6938940,0.84,Human
437467,8008857,1.3696,Human
437468,7009437,1.2868,Human
437469,6307676,1.0283,Human
437470,6164878,1.0555,Human
437471,10062722,0.8314,Human
437472,8892878,0.8385,Bot
437473,8052578,0.3597,Bot
437474,6829419,0.8542,Human
437475,10467877,0,Human
437479,11076476,0,Human
437486,6409018,0.6931,Human
437490,10931983,0,Bot
437491,11041526,0.9186,Human
437493,6645719,1.1005,Human
437494,8336204,1.0397,Bot
437495,5111705,0.7432,Bot
437497,11076534,0.1282,Human
437498,11076560,0,Bot
437501,10504192,0.8487,Human
437502,11076647,0.4741,Bot
437503,9624006,0.6043,Human
437504,11076619,0,Bot
437507,10408344,1.1524,Human
437509,10191286,0,Bot
437510,6631099,0.5004,Bot
437511,8740148,0,Human
437512,10431385,0,Bot
437513,11077131,0.9682,Human
437515,11076954,0,Bot
437516,11055443,0,Bot
437517,11076955,0,Bot
437520,11076492,1.0844,Human
437521,9684623,1.1616,Human
437522,11076837,0,Bot
437524,11076850,0,Bot
437525,11076595,0,Bot
437526,11074340,0,Human
437527,11077354,0.7348,Human
437529,11077406,0.0275,Bot
437530,11076655,0.6365,Bot
437532,11077422,0,Bot
437533,11077427,0.0264,Bot
437534,11077435,0,Bot
437535,11013545,1.0047,Human
437536,11077367,0,Bot
437538,6195929,0,Human
437542,6371813,0,Human
437543,11077626,0,Human
437544,6103971,0,Human
437545,11077180,0,Bot
437546,11038376,0,Bot
437547,10859489,0,Human
437549,11077181,0,Bot
437550,10216844,1.022,Human
437552,11077215,0,Bot
437553,11077145,0,Bot
437554,6527690,0.8143,Human
437556,11077178,0,Bot
437559,11077029,0,Bot
437560,6210303,0,Human
437561,11077177,0,Bot
437563,11077042,0,Bot
437564,11072809,0.6365,Human
437566,10941568,0.5623,Human
437567,8420366,0,Bot
437572,9043112,1.095,Human
437574,11069998,1.082,Human
437575,11070004,1.2366,Human
437576,11076399,0,Human
437577,11076866,0,Bot
437578,10996382,0.9184,Bot
437581,9727070,0.4506,Human
437582,10996333,0.3768,Bot
437585,11074559,0.8384,Bot
437586,10863187,1.0397,Human
437591,11074569,0.6848,Bot
437597,7968286,1.4419,Human
437600,11071154,1.1844,Human
437601,7330490,0.974,Human
437605,6643224,1.1791,Human
437609,7216943,0.753,Human
437610,10968994,0,Human
437617,11067378,0,Bot
437620,10197297,0.6365,Bot
437626,8287634,0,Human
437627,6579145,0,Human
437628,8369079,0.6172,Bot
437630,10475718,0.9171,Human
437631,7236618,0.9766,Human
437633,10691465,1.2771,Human
437636,10976178,0.673,Human
437638,9803614,0.7628,Human
437639,8075419,0.8369,Human
437640,11067364,0,Bot
437641,4184188,0.8018,Human
437642,7006991,1.165,Human
437643,9738815,1.0986,Human
437645,8019097,1.3095,Human
437647,9131537,0.8105,Human
437652,10358117,1.1261,Human
437653,9665895,0.7304,Human
437654,9857544,0.7215,Human
437656,11078148,0.1519,Bot
437658,6579145,0.86,Human
437663,11078168,0.7426,Bot
437664,9655546,0,Human
437666,8662056,1.289,Human
437667,11078181,0.6878,Bot
437668,11050596,0,Bot
437669,11048238,0.4634,Human
437670,11078183,0.641,Bot
437671,9675471,0,Human
437672,11076794,0.586,Bot
437673,11078197,0.6601,Bot
437674,11078474,1.3297,Human
437676,11078199,0.6246,Bot
437678,11076401,0.6365,Human
437679,11078210,0.6567,Bot
437680,6527690,0.5209,Human
437681,10240518,0.8277,Human
437682,11076404,0,Human
437684,11076407,0.5623,Human
437686,11017120,0.6193,Bot
437687,11017125,0.5814,Bot
437688,11017128,0.6633,Bot
437691,11017137,0.6714,Bot
437693,11017153,0.5,Bot
437694,11017151,0.8587,Bot
437695,6637578,0.4954,Human
437696,11017170,0.8293,Bot
437697,11017146,0.6779,Bot
437698,11077412,0,Bot
437700,9757734,0.9994,Human
437701,8402518,0,Human
437707,10279409,0.6931,Human
437708,7356915,1.5048,Human
437711,7309458,0.8529,Human
437720,9853569,0.5004,Human
437721,6567225,0,Human
437724,6804898,0.6931,Human
437728,6199713,0.2814,Human
437730,6432324,1.0115,Human
437732,7529194,0.5623,Bot
437735,11045622,0,Human
437738,7589523,0.1788,Bot
437739,11018475,0,Human
437740,6764866,0.2146,Human
437741,11073729,0.7881,Human
437742,8075527,1.0039,Human
437743,11079056,0.9743,Human
437744,7241925,0,Human
437745,9678636,1.0114,Human
437747,10501177,0.9908,Human
437748,10255368,0.6931,Human
437750,9941532,0.6724,Human
437754,9941532,0.3845,Human
437755,10233435,1.0397,Human
437756,9255792,0.4433,Human
437758,10988814,0.6365,Human
437759,7641914,0.6931,Human
437761,10820638,0.673,Human
437762,11070813,0,Human
437763,10897427,0.9369,Bot
437764,11079219,1.0114,Human
437765,10374915,1.0114,Human
437766,11074210,0.4023,Bot
437767,10714403,1.1989,Human
437768,6709769,1.0735,Human
437769,6527690,0.1849,Human
437770,7784152,1.0397,Human
437772,7176579,1.0004,Human
437774,11074298,0.4188,Bot
437777,10410498,0,Bot
437782,10410509,0,Bot
437784,11078059,0,Bot
437785,11074605,0.2712,Bot
437787,11074607,0.5456,Bot
437788,11077327,0,Bot
437790,11078061,0,Bot
437791,11074609,0.6109,Bot
437793,8352925,0.5623,Human
437795,11077328,0,Bot
437796,11074610,0.6581,Bot
437797,11078065,0,Bot
437798,11079418,0.902,Human
437800,11074611,0.6172,Bot
437801,11077351,0,Bot
437802,11079431,1.0397,Human
437803,11074613,0.6365,Bot
437804,11077372,0.4101,Bot
437806,11078994,0,Human
437808,10260640,0.689,Human
437815,6897977,0,Human
437816,10690870,0,Human
437817,10369360,0.6573,Human
437819,6258275,1.073,Human
437820,10964900,0.667,Bot
437829,6806872,1.0397,Human
437831,10964032,1.4126,Human
437832,7098730,1.0114,Human
437834,11068071,0.7534,Bot
437836,11079642,1.2189,Human
437841,11079564,1.3322,Human
437842,9544849,0.7924,Human
437843,10837946,0,Human
437844,10806863,1.1524,Human
437847,11079632,1.3164,Human
437848,10911595,1.029,Human
437849,10854420,1.201,Human
437850,11007541,0.6365,Human
437851,7507793,1.0378,Human
437852,7105697,1.0986,Human
437853,7306378,1.1039,Human
437855,11007541,0,Human
437856,9911302,1.0397,Human
437862,8625833,0.9743,Human
437865,9236077,0.7954,Human
437866,11079760,0,Human
437868,8005780,1.1224,Human
437872,9538425,1.1276,Human
437877,11079404,0,Human
437879,9035864,0.8449,Human
437880,7251817,0.4571,Human
437882,9211533,1.1218,Human
437884,9583089,0,Human
437885,10687456,0,Human
437887,11064259,0.5147,Human
437897,9096349,0,Human
437898,6611004,1.0602,Human
437900,8559003,0.3251,Human
437901,8755363,0.921,Human
437902,10616867,0.8897,Human
437903,8993368,1.3985,Bot
437905,9671370,0.9848,Human
437910,3001124,0.9636,Human
437913,11079119,0,Bot
437914,6299736,1.1233,Human
437915,11079150,0,Bot
437917,9724589,0.6625,Human
437920,11045657,0,Bot
437923,9799777,0.2925,Human
437924,8233511,0.8532,Human
437925,6606676,0,Human
437926,9599095,0.5004,Human
437927,10287136,0.6217,Human
437929,11069335,0,Human
437931,8815913,1.0292,Human
437933,10777019,0.8259,Human
437935,11073678,0.6877,Human
437938,6753186,0.8676,Human
437939,8209548,0.9022,Human
437945,7351112,0.8314,Human
437946,10083563,0.3585,Human
437949,4634758,0,Bot
437950,9171289,0.6227,Human
437954,10220295,0,Human
437959,11031855,0.6558,Human
437962,9006621,0.5597,Bot
437967,10455506,0,Human
437968,8246174,0.6365,Bot
437973,9641247,1.2376,Human
437975,11070969,0.9003,Human
437981,6970136,0.9578,Human
437982,11080399,0.7428,Human
437983,11057813,0,Bot
437988,10865870,0,Human
437989,8606277,1.4452,Human
437990,6727214,1.0269,Human
437991,7503390,1.3095,Human
437994,6681563,0.3677,Human
437995,10401141,0.5004,Human
438002,7810497,0,Human
438004,10357738,0.6931,Human
438005,10977692,1.0114,Human
438008,11080431,1.0986,Human
438011,11036388,0,Bot
438016,10528164,0,Human
438019,10619959,0.7347,Human
438020,8509392,0.6365,Human
438023,9961921,1.0497,Human
438028,10692369,1.1249,Human
438032,8773310,0.9269,Human
438034,9412396,1.2727,Human
438035,10483478,0.6581,Human
438039,6738095,0,Human
438040,10127838,0.446,Human
438041,7527560,0.933,Human
438042,10851281,0,Human
438043,7449751,0.6365,Human
438047,7068886,0.9557,Human
438053,8539360,0,Human
438054,10925705,0,Bot
438055,10152305,0.4506,Human
438056,7296058,0,Human
438057,8750837,0.703,Human
438058,8911116,0.5004,Human
438060,11080631,0.5623,Bot
438061,6576944,1.065,Human
438063,7443188,1.5367,Human
438066,10957597,0.6931,Human
438067,11080826,1.1157,Human
438075,10452418,1.1324,Human
438076,7023856,0,Human
438090,11032290,1.0876,Human
438091,4250733,1.0586,Human
438093,8513905,1.0549,Human
438096,10243318,0.4139,Human
438097,4248149,0,Human
438098,11024914,0,Bot
438099,9008041,0.887,Human
438101,6199848,0.8788,Human
438102,11079073,0,Bot
438103,11081144,0.6277,Human
438106,7661105,0,Human
438107,10925705,0,Bot
438108,10788851,0.8157,Human
438109,6883975,1.1927,Human
438111,10355580,0.8693,Human
438113,8886149,1.0368,Human
438123,7267316,0.6365,Human
438124,6111635,0,Human
438128,6329016,0.6365,Human
438131,11077032,1.0986,Human
438141,10454945,1.2767,Human
438142,10865870,0.5004,Human
438145,11081540,0,Human
438147,10540618,1.2072,Human
438149,11071122,1.1844,Human
438153,10795362,0.7043,Human
438158,6952914,1.0434,Human
438160,11081585,0.1349,Human
438163,3992589,0.656,Human
438164,6527477,0.6931,Human
438166,10892272,1.0938,Human
438168,7640898,0.6931,Human
438171,11081566,0,Human
438172,10288678,0.8986,Human
438174,8081760,1.2861,Human
438176,10874659,1.1231,Human
438177,6765352,0,Human
438178,9653465,0.9142,Human
438179,10831007,0,Bot
438181,8132143,0.8964,Human
438182,9675471,0.4816,Human
438185,6364153,0.8382,Human
438188,10919625,1.1809,Human
438193,6624649,0.3251,Human
438195,8774969,0,Bot
438196,6111635,0.9349,Human
438200,10931334,0.7337,Human
438205,11045393,0,Human
438211,7839496,0.8117,Human
438212,7061627,1.2627,Human
438215,7573614,0,Human
438216,11056464,0,Human
438217,9059797,0.5004,Human
438219,9434013,1.277,Human
438221,11019659,0.5623,Bot
438222,7014537,1.1247,Human
438226,7006991,0.5446,Human
438228,6994591,0.7215,Human
438230,9014019,0,Human
438236,11082036,0.4822,Human
438238,6359728,0.6829,Human
438240,5150971,0,Human
438242,9804180,0.5982,Human
438243,11082315,0.9258,Human
438244,10619786,0.6932,Human
438253,11077903,0.8018,Bot
438255,10553456,1.1844,Human
438256,8076877,0,Human
438258,9849265,1.0853,Human
438259,11081862,0.8192,Human
438261,11082470,0.9841,Human
438262,10691509,0.964,Human
438263,11080376,1.2048,Human
438266,937552,0,Human
438283,10976178,1.1199,Human
438284,7241701,1.259,Human
438295,9121304,0.975,Human
438297,7850554,1.2203,Human
438298,6879595,1.0986,Human
438299,9622971,0.4008,Human
438301,11082611,0.6449,Human
438306,7600346,1.5247,Human
438307,11082289,0.8173,Human
438308,11020086,0,Bot
438310,6424822,1.238,Human
438311,6386755,0.9596,Human
438312,11023436,0,Human
438313,6606638,0,Human
438314,9620460,0.652,Human
438316,7677302,0,Human
438319,11082837,0,Human
438321,6464750,1.2315,Human
438331,11029278,0,Human
438336,9653328,1.2799,Human
438338,8952988,0,Bot
438340,8357907,1.4011,Human
438343,6934610,1.3209,Human
438346,11076399,0.6931,Human
438348,10615189,1.0397,Human
438351,11027537,1.3233,Human
438352,11082913,1.0718,Human
438353,9476090,0,Human
438354,7236946,1.0324,Human
438356,11082910,0.5623,Human
438357,7953802,1.3863,Human
438358,8617012,1.1606,Bot
438362,9139133,0.6931,Human
438363,6294154,0,Human
438364,7539747,1.079,Human
438365,7402978,0,Bot
438366,11083058,0.4101,Human
438369,6976674,1.0134,Human
438372,10830133,1.0284,Human
438374,6209796,0.8609,Bot
438376,6438092,0.8676,Human
438377,11075948,0.5803,Human
438378,7297576,0,Human
438379,9574150,0.8338,Human
438381,7127696,0,Human
438383,7284378,0.1297,Human
438388,7407753,0,Human
438389,7238026,0.9327,Human
438394,10973388,0,Human
438395,10997310,0.7791,Human
438397,11083448,0.5661,Human
438399,9356410,1.1355,Human
438403,11041626,0,Human
438404,11071434,1.0986,Human
438406,10672970,0,Human
438408,8169653,0.6365,Human
438409,8536284,0.6365,Human
438411,6454588,1.2213,Human
438412,8169653,0.8953,Human
438413,8169653,1.0549,Human
438414,6167743,1.1741,Human
438416,8169653,0.7605,Human
438417,7795634,0.7127,Bot
438418,10761991,1.3138,Human
438419,10749463,0.673,Human
438420,6787067,1.2649,Human
438422,11062534,0,Human
438425,9083711,1.0027,Human
438428,9420451,1.0397,Human
438430,2313755,1.3374,Human
438432,10860898,0.8246,Human
438434,7688614,1.3138,Human
438437,6117620,1.0114,Human
438443,7757096,0.8359,Human
438448,9554054,1.0893,Human
438450,7569561,1.4959,Human
438451,6640498,0,Human
438452,9477808,0.9275,Human
438455,6131713,1.1076,Human
438456,6233649,0,Human
438457,11083813,0.9999,Human
438458,11083810,1.077,Human
438459,10052391,0.6365,Human
438461,11073990,0,Human
438463,11042970,0.803,Human
438464,7218467,0,Human
438469,7005392,0.6931,Human
438473,10691467,0.5402,Human
438474,8299904,0,Human
438476,10924381,0,Human
438478,11083900,0.6365,Human
438481,6335741,0.7446,Human
438484,6522755,0.4101,Human
438486,7960117,1.277,Human
438490,11083874,0.8037,Human
438492,6927537,0.8676,Human
438494,4166102,1.4264,Human
438498,6947974,0,Human
438503,7719488,1.0783,Human
438507,6647624,0,Human
438510,11018438,0.8572,Human
438513,9317570,0.4506,Human
438514,10028407,1.2049,Human
438515,9182247,0.8568,Human
438517,9961039,1.079,Human
438518,7660689,0.7963,Human
438519,10603687,0.885,Human
438520,7380593,0.9678,Human
438521,8457039,1.0374,Human
438522,10615945,1.3754,Human
438524,6520804,0.673,Human
438527,10555978,0,Human
438530,11041626,0.9998,Human
438531,7128349,0.6931,Human
438534,10584819,0.8707,Human
438538,11084252,0,Human
438543,6289388,0.5983,Human
438544,8006438,0.8487,Human
438548,6256156,0,Human
438549,6736576,0.2531,Human
438550,10813202,0.6365,Human
438551,8821275,0,Human
438554,6520517,0,Human
438556,6249017,1.2974,Human
438558,11027539,1.0789,Human
438559,8408590,0.7356,Human
438560,6930179,1.1807,Human
438561,9445273,0,Human
438562,11084377,0.513,Bot
